onset	duration	trial_type	response_time	accuracy
3e-04	1.953	CongMix	0.536	1
1.9683	2.114	IncongMix	0.496	1
4.0873	2.869	IncongMix	0.401	1
6.9723	2.358	IncongMix	0.54	1
9.3413	2.162	CongMix	0.411	1
11.5093	1.903	IncongMix	0.602	1
13.4273	2.758	IncongMix	0.556	1
16.1963	2.089	CongMix	0.355	1
18.2973	2.355	IncongMix	0.47	1
20.6663	2.257	IncongMix	0.573	1
22.9343	2.62	CongMix	0.385	1
25.5703	2.85	CongMix	0.365	1
28.4223	2.627	CongMix	0.392	1
31.0573	2.006	IncongMix	0.589	1
33.0753	2.25	CongMix	0.499	1
35.3273	2.401	CongMix	0.399	1
37.7293	2.45	CongMix	0.365	1
40.1813	1.998	IncongMix	0.497	1
42.1823	2.448	IncongMix	0.48	1
44.6343	2.694	IncongMix	0.476	1
47.3363	1.932	IncongMix	0.397	0
49.2713	2.324	CongMix	0.422	1
51.6063	2.548	CongMix	0.863	1
54.1583	2.447	CongMix	0.495	1
56.6103	2.068	IncongMix	0.667	1
58.6953	2.68	CongMix	0.662	1
61.3803	2.561	IncongMix	0.609	1
63.9493	2.82	CongMix	0.535	1
66.7843	2.09	IncongMix	0.572	1
68.8863	2.179	CongMix	0.494	1
71.0713	2.894	CongMix	0.525	1
73.9733	2.241	IncongMix	0.607	1
76.2243	2.277	CongMix	0.492	1
78.5103	2.893	IncongMix	0.574	1
81.4123	2.197	IncongMix	0.663	1
83.6133	2.013	IncongMix	0.862	1
85.6323	2.224	CongMix	0.539	1
87.8673	2.738	IncongMix	0.536	1
90.6193	1.955	CongMix	0.52	1
92.5873	2.581	IncongMix	0.48	1
95.1723	1.944	IncongMix	0.543	1
97.1243	2.896	IncongMix	0.494	1
100.0263	2.028	CongMix	0.56	1
102.0613	2.796	CongMix	0.461	1
104.8633	2.813	CongMix	0.411	1
107.6823	2.598	CongMix	0.464	1
110.2833	2.197	CongMix	0.463	1
112.4853	2.874	IncongMix	0.589	1
115.3713	2.501	IncongMix	0.566	1
117.8893	2.754	IncongMix	0.536	1
120.6583	2.445	CongMix	0.527	1
