onset	duration	trial_type	response_time	accuracy
3e-04	2.881	CongMix	0.614	1
2.8833	2.612	CongMix	0.579	1
5.4993	2.562	CongMix	0.579	1
8.0653	2.85	IncongMix	0.701	1
10.9313	2.722	CongMix	0.539	1
13.6643	2.009	CongMix	0.542	1
15.6813	2.135	CongMix	0.469	1
17.8303	2.11	IncongMix	0.527	1
19.9473	2.444	CongMix	0.61	1
22.3973	2.8	CongMix	0.6	1
25.2133	2.715	IncongMix	0.632	1
27.9463	2.18	IncongMix	0.763	1
30.1293	2.679	CongMix	0.596	1
32.8123	2.261	CongMix	0.561	1
35.0783	2.895	IncongMix	0.662	1
37.9783	2.004	IncongMix	0.738	1
39.9943	2.319	IncongMix	0.786	1
42.3273	2.851	CongMix	0.685	1
45.1933	2.498	IncongMix	0.715	1
47.6933	2.39	CongMix	0.623	1
50.0933	2.465	CongMix	0.599	1
52.5593	2.729	IncongMix	0.629	1
55.2923	2.628	CongMix	0.495	1
57.9253	2.648	CongMix	0.598	1
60.5753	1.917	IncongMix	0.7	1
62.5083	2.388	CongMix	0.639	1
64.9073	2.326	CongMix	0.56	1
67.2403	2.229	CongMix	0.563	1
69.4733	2.213	CongMix	0.546	1
71.6903	2.117	IncongMix	0.6	1
73.8233	2.74	IncongMix	0.691	1
76.5723	2.257	IncongMix	0.59	1
78.8393	2.594	IncongMix	0.595	1
81.4383	2.213	IncongMix	0.596	1
83.6553	2.088	IncongMix	0.755	1
85.7543	2.897	IncongMix	0.864	1
88.6543	2.577	IncongMix	0.611	1
91.2373	2.439	IncongMix	0.556	1
93.6873	2.443	CongMix	0.594	1
96.1363	2.805	CongMix	0.505	1
98.9533	2.304	IncongMix	0.704	1
101.2693	2.211	CongMix	0.612	1
103.4853	2.861	IncongMix	0.628	1
106.3523	2.001	IncongMix	0.601	1
108.3683	2.386	CongMix	0.536	1
110.7683	2.885	IncongMix	0.536	1
113.6673	2.18	IncongMix	0.581	1
115.8503	2.093	CongMix	0.51	1
117.9503	2.753	IncongMix	0.754	1
120.7163	1.907	IncongMix	0.54	1
122.6333	2.635	CongMix	0.519	1
125.2823	2.248	IncongMix	0.598	1
127.5323	2.265	CongMix	0.515	1
129.8153	2.724	IncongMix	0.608	1
132.5483	2.358	IncongMix	0.675	1
134.9143	2.166	CongMix	0.549	1
137.0813	2.139	CongMix	0.59	1
139.2303	2.783	IncongMix	0.617	1
142.0303	2.246	IncongMix	0.729	1
144.2803	2.363	IncongMix	0.63	1
146.6463	2.854	CongMix	0.488	1
149.5123	1.921	IncongMix	0.638	1
151.4453	2.643	CongMix	0.793	1
154.0953	2.084	CongMix	0.551	1
156.1953	1.94	IncongMix	0.891	1
158.1443	2.078	IncongMix	0.694	1
160.2283	1.961	CongMix	0.778	1
162.1943	2.804	CongMix	0.771	1
165.0103	2.511	IncongMix	0.611	1
167.5273	1.941	CongMix	0.558	1
169.4763	2.544	CongMix	0.577	1
172.0263	1.806	CongMix	0.531	1
184.7573	2.411	Congruent1	0.511	1
187.1743	2.419	Congruent1	0.502	1
189.6073	2.402	Congruent1	0.469	1
192.0233	2.426	Congruent1	0.493	1
194.4563	2.41	Congruent1	0.444	1
196.8723	2.41	Congruent1	0.46	1
199.2893	2.416	Congruent1	0.666	1
201.7223	2.416	Congruent1	0.433	1
204.1553	2.419	Congruent1	0.536	1
206.5883	2.409	Congruent1	0.543	1
209.0043	2.424	Congruent1	0.591	1
211.4373	2.415	Congruent1	0.582	1
213.8533	2.412	Congruent1	0.462	1
216.2703	2.419	Congruent1	0.452	1
218.7033	2.409	Congruent1	0.443	1
221.1193	2.421	Congruent1	0.555	1
223.5523	2.414	Congruent1	0.498	1
225.9683	2.406	Congruent1	0.506	1
228.3853	2.425	Congruent1	0.425	1
230.8183	2.415	Congruent1	0.432	1
233.2343	2.413	Congruent1	0.48	1
235.6503	2.414	Congruent1	0.447	1
238.0673	2.414	Congruent1	0.382	1
240.4833	2.419	Congruent1	0.486	1
