onset	duration	trial_type	response_time	accuracy
3e-04	2.124	CongMix	0.424	1
2.1333	2.386	CongMix	0.403	1
4.5323	2.025	CongMix	0.475	1
6.5663	2.064	IncongMix	0.497	1
8.6323	2.885	IncongMix	0.519	1
11.5313	2.791	IncongMix	0.508	1
14.3313	2.297	CongMix	0.364	1
16.6313	2.493	IncongMix	0.544	1
19.1303	2.748	IncongMix	0.565	1
21.8803	2.005	IncongMix	0.422	1
23.8963	2.124	CongMix	0.558	1
26.0293	2.174	IncongMix	0.457	1
28.2133	2.739	IncongMix	0.473	1
30.9623	2.162	CongMix	0.428	1
33.1293	1.966	IncongMix	0	0
36.0113	2.093	CongMix	0.427	1
38.1113	2.004	IncongMix	0.487	1
40.1283	2.573	IncongMix	0.573	1
42.7113	2.605	CongMix	0.438	1
45.3273	1.333	IncongMix	0	0
47.5603	2.691	CongMix	0.725	1
50.2593	1.94	IncongMix	0.49	1
52.2093	2.379	CongMix	0.396	1
54.5923	2.01	IncongMix	0.493	1
56.6093	2.801	CongMix	0.268	1
59.4253	2.316	IncongMix	0.483	1
61.7583	2.39	CongMix	0.39	1
64.1583	2.181	IncongMix	0.398	1
66.3413	2.211	IncongMix	0.495	1
68.5573	2.841	CongMix	0.391	1
71.4073	2.263	CongMix	0.413	1
73.6733	2.363	IncongMix	0.347	0
76.0393	2.51	IncongMix	0.86	1
78.5563	2.253	IncongMix	0.487	1
80.8223	2.787	CongMix	0.437	1
83.6223	2.123	IncongMix	0.373	1
85.7553	2.872	IncongMix	0.472	1
88.6383	2.894	IncongMix	0.461	1
91.5373	1.916	IncongMix	0.45	1
93.4703	2.185	CongMix	0.468	1
95.6703	2.636	CongMix	0.42	1
98.3193	2.321	CongMix	0.371	1
100.6533	1.91	IncongMix	0.493	1
102.5693	2.618	CongMix	0.385	1
105.2023	2.558	CongMix	0.392	0
107.7683	2.559	CongMix	0.442	1
110.3353	2.133	IncongMix	0.483	1
112.4843	1.938	CongMix	0.421	1
114.4343	2.446	CongMix	0.463	1
116.8843	2.209	CongMix	0.493	1
119.1003	2.102	IncongMix	0.653	1
121.2163	2.208	CongMix	0.425	1
123.4333	2.571	IncongMix	0.504	1
126.0163	2.713	IncongMix	0.497	1
128.7323	2.747	IncongMix	0.58	1
131.4823	1.945	CongMix	0.646	1
133.4313	2.45	CongMix	0.433	1
135.8983	2.542	CongMix	0.726	1
138.4473	2.431	CongMix	0.465	1
140.8803	2.622	CongMix	0.456	1
143.5133	2.862	CongMix	0.495	1
146.3803	2.091	CongMix	0.508	1
148.4793	2.896	IncongMix	0.48	1
151.3793	2.883	CongMix	0.484	1
154.2783	2.244	CongMix	0.361	1
156.5283	2.246	IncongMix	0.463	1
158.7783	2.82	CongMix	0.437	1
161.6113	2.725	IncongMix	0.492	1
164.3443	2.696	CongMix	0.463	1
167.0433	2.368	IncongMix	0.435	1
169.4263	2.451	IncongMix	0.484	1
171.8933	2.064	IncongMix	0.641	1
184.7743	2.4	Congruent1	0.583	1
187.1913	2.429	Congruent1	0.446	1
189.6243	2.417	Congruent1	0.533	1
192.0573	2.406	Congruent1	0.34	1
194.4733	2.415	Congruent1	0.332	1
196.8893	2.416	Congruent1	0.5	1
199.3223	2.41	Congruent1	0.443	1
201.7393	2.421	Congruent1	0.354	1
204.1723	2.41	Congruent1	0.36	1
206.5883	2.426	Congruent1	0.36	1
209.0213	2.407	Congruent1	0.391	1
211.4373	2.417	Congruent1	0.351	1
213.8703	2.423	Congruent1	0.39	1
216.3033	2.414	Congruent1	0.397	1
218.7203	2.415	Congruent1	0.332	1
221.1363	2.412	Congruent1	0.379	1
223.5523	2.412	Congruent1	0.395	1
225.9693	2.41	Congruent1	0.41	1
228.3853	2.426	Congruent1	0.426	1
230.8183	2.407	Congruent1	0.457	1
233.2343	2.412	Congruent1	0.329	1
235.6513	2.411	Congruent1	0.344	1
238.0673	2.425	Congruent1	0.375	0
240.5003	2.405	Congruent1	0.422	1
242.9163	2.422	Congruent1	0.606	1
245.3493	2.422	Congruent1	0.389	1
247.7823	2.41	Congruent1	0.476	1
250.1993	2.408	Congruent1	0.491	1
252.6153	2.418	Congruent1	0.635	1
255.0483	2.423	Congruent1	0.49	1
257.4813	2.417	Congruent1	0.4	1
259.9143	2.403	Congruent1	0.687	1
262.3303	2.427	Congruent1	0.527	1
264.7633	2.414	Congruent1	0.414	1
267.1803	2.403	Congruent1	0.453	1
269.5963	2.423	Congruent1	0.373	1
272.0293	2.407	Congruent1	0.324	1
274.4453	2.415	Congruent1	0.331	1
276.8623	2.423	Congruent1	0.306	1
279.2953	2.406	Congruent1	0.473	1
281.7113	2.424	Congruent1	0.457	1
284.1443	2.409	Congruent1	0.376	1
286.5603	2.418	Congruent1	0.752	1
288.9933	2.415	Congruent1	0.415	1
291.4103	2.412	Congruent1	0.462	1
293.8263	2.415	Congruent1	0.365	1
296.2593	2.423	Congruent1	0.556	1
298.6923	2.405	Congruent1	0.555	1
301.1083	2.419	Congruent1	0.803	1
303.5413	2.422	Congruent1	0.506	1
305.9743	2.415	Congruent1	0.681	1
308.3913	2.413	Congruent1	0.48	1
310.8073	2.421	Congruent1	0.471	1
313.2403	2.404	Congruent1	0.438	1
315.6563	2.42	Congruent1	0.454	1
318.0893	2.421	Congruent1	0.621	1
320.5223	2.403	Congruent1	0.436	1
322.9393	2.415	Congruent1	0.515	1
325.3553	2.42	Congruent1	0.587	1
327.7883	2.423	Congruent1	0.49	1
330.2213	2.402	Congruent1	0.536	1
332.6373	2.415	Congruent1	0.416	1
335.0533	2.427	Congruent1	0.728	1
337.4863	2.404	Congruent1	0.687	1
339.9033	2.426	Congruent1	0.526	1
342.3363	2.413	Congruent1	0.613	1
344.7523	2.413	Congruent1	0.413	1
347.1693	2.406	Congruent1	0.523	1
349.5853	2.427	Congruent1	0.427	1
352.0183	2.408	Congruent1	0.658	1
354.4343	2.42	Congruent1	0.57	1
356.8673	1.901	Congruent1	0.385	1
369.8323	2.153	CongMix	0.587	1
371.9983	1.367	CongMix	0	0
374.2653	2.091	IncongMix	0.858	1
376.3643	2.611	CongMix	0.511	1
378.9813	2.183	IncongMix	0.55	1
381.1803	2.788	IncongMix	0.455	1
383.9803	1.957	CongMix	0.558	1
385.9463	2.013	IncongMix	0.68	1
387.9633	2.361	IncongMix	0.495	1
390.3293	2.8	CongMix	0.417	1
393.1453	2.365	IncongMix	0.433	0
395.5123	2.744	IncongMix	0.578	1
398.2613	1.914	IncongMix	0.581	1
400.1783	2.719	CongMix	0.552	1
402.9113	2.171	CongMix	0.538	1
405.0943	2.137	CongMix	0.403	1
407.2443	2.532	CongMix	0.549	1
409.7933	2.432	CongMix	0.632	1
412.2263	2.209	CongMix	0.375	1
414.4433	2.683	CongMix	0.334	1
417.1423	2.622	CongMix	0.339	1
419.7753	2.228	IncongMix	0.545	1
422.0083	2.177	IncongMix	0.544	1
424.1913	2.9	IncongMix	0.617	1
427.1073	2.249	IncongMix	0.549	1
429.3573	1.955	CongMix	0.371	1
431.3243	2.245	IncongMix	0.612	1
433.5733	2.452	CongMix	0.635	1
436.0403	2.233	CongMix	0.6	1
438.2893	2.893	IncongMix	0.51	1
441.1893	2.127	IncongMix	0.594	1
443.3223	2.89	IncongMix	0.557	1
446.2223	2.749	IncongMix	0.649	1
448.9883	2.328	IncongMix	0.611	1
451.3213	2.889	CongMix	0.59	1
454.2203	2.86	IncongMix	0.643	1
457.0873	2.401	CongMix	0.535	1
459.5033	2.383	CongMix	0.583	1
461.9033	2.207	IncongMix	0.607	1
464.1193	2.851	CongMix	0.535	1
466.9853	2.712	IncongMix	0.629	1
469.7023	2.071	IncongMix	0.688	1
471.7853	2.209	CongMix	0.693	1
474.0013	2.553	CongMix	0.42	1
476.5673	2.813	CongMix	0.446	1
479.3843	2.1	IncongMix	0.317	1
481.5003	2.304	IncongMix	0.521	1
483.8163	1.924	IncongMix	0.541	1
485.7493	2.015	CongMix	0.432	1
487.7663	2.749	IncongMix	0.583	1
490.5323	2.09	CongMix	0.473	1
492.6323	2.001	IncongMix	0.468	1
494.6483	2.449	IncongMix	0.516	1
497.1143	2.089	CongMix	0.506	1
499.2143	2.442	CongMix	0.326	1
501.6643	2.119	CongMix	0.452	1
