onset	duration	trial_type	response_time	accuracy
3e-04	2.431	Control1	0.613	1
2.4353	2.41	Control1	0.458	1
4.8543	2.412	Control1	0.527	1
7.2723	2.415	Control1	0.413	1
9.6913	2.416	Control1	0.498	1
12.1093	2.416	Control1	0.431	1
14.5283	2.419	Control1	0.484	1
16.9633	2.407	Control1	0.489	1
19.3813	2.427	Control1	0.559	1
21.8173	2.412	Control1	0.427	1
24.2353	2.408	Control1	0.473	1
26.6543	2.409	Control1	0.358	1
29.0723	2.427	Control1	0.492	1
31.5083	2.403	Control1	0.368	1
33.9263	2.431	Control1	0.43	1
36.3613	2.412	Control1	0.427	1
38.7803	2.404	Control1	0.503	1
41.1983	2.414	Control1	0.429	1
43.6173	2.418	Control1	0.45	1
46.0523	2.426	Control1	0.391	1
48.4873	2.412	Control1	0.46	1
50.9063	2.407	Control1	0.473	1
53.3243	2.422	Control1	0.487	1
55.7603	2.414	Control1	0.563	1
58.1783	2.416	Control1	0.481	1
60.5973	2.417	Control1	0.382	1
63.0153	2.41	Control1	0.508	1
65.4343	2.421	Control1	0.369	1
67.8693	2.414	Control1	0.429	1
70.2883	2.411	Control1	0.426	1
72.7063	2.416	Control1	0.464	1
75.1253	2.408	Control1	0.357	1
77.5433	2.426	Control1	0.475	1
79.9783	2.407	Control1	0.472	1
82.3973	2.412	Control1	0.461	1
84.8153	2.43	Control1	0.395	1
87.2513	2.401	Control1	0.399	1
89.6533	2.424	Control1	0.389	1
92.0883	2.419	Control1	0.401	1
94.5233	2.407	Control1	0.422	1
96.9423	2.419	Control1	0.467	1
99.3773	2.408	Control1	0.44	1
101.7953	2.416	Control1	0.398	1
104.2143	2.413	Control1	0.395	1
106.6323	2.419	Control1	0.417	1
109.0683	2.422	Control1	0.437	1
111.5033	2.41	Control1	0.442	1
113.9213	2.412	Control1	0.36	1
116.3403	2.422	Control1	0.421	1
118.7753	2.411	Control1	0.409	1
121.1943	2.413	Control1	0.478	1
123.6123	2.414	Control1	0.396	1
126.0313	2.419	Control1	0.417	1
128.4663	2.409	Control1	0.39	1
130.8853	2.421	Control1	0.419	1
133.3203	2.412	Control1	0.544	1
135.7383	2.419	Control1	0.518	1
138.1733	2.41	Control1	0.459	1
140.5923	2.425	Control1	0.424	1
143.0273	2.4	Control1	0.365	1
145.4293	2.422	Control1	0.387	1
147.8643	2.408	Control1	0.423	1
150.2833	2.414	Control1	0.396	1
152.7013	2.427	Control1	0.442	1
155.1373	2.403	Control1	0.518	1
157.5553	2.427	Control1	0.476	1
159.9903	2.403	Control1	0.401	1
162.4093	2.43	Control1	0.462	1
164.8443	2.413	Control1	0.411	1
167.2633	2.407	Control1	0.456	1
169.6813	2.426	Control1	0.358	1
172.1163	1.904	Control1	0.403	1
185.0603	2.381	CongMix	0.73	1
187.4453	2.456	CongMix	0.521	1
189.9143	2.726	IncongMix	0.724	1
192.6493	1.93	IncongMix	0.629	1
194.5843	2.533	CongMix	0.582	1
197.1193	2.096	CongMix	0.711	1
199.2213	2.559	CongMix	0.641	1
201.7893	2.359	IncongMix	0.608	1
204.1583	2.243	IncongMix	0.591	1
206.4103	2.706	CongMix	0.571	1
209.1283	2.124	CongMix	0.557	1
211.2633	2.149	CongMix	0.798	1
213.4153	2.641	CongMix	0.606	1
216.0673	1.999	IncongMix	0.698	1
218.0693	2.303	IncongMix	0.752	1
220.3873	2.746	IncongMix	0.778	1
223.1393	2.25	IncongMix	0.666	1
225.3913	2.848	CongMix	0.63	1
228.2433	2.214	IncongMix	0.713	1
230.4623	1.952	CongMix	0.734	1
232.4303	2.453	IncongMix	0.702	1
234.8983	2.899	IncongMix	0.73	1
237.8013	2.499	IncongMix	0.731	1
240.3033	2.012	IncongMix	0.661	1
242.3213	2.806	CongMix	0.787	1
245.1403	2.184	IncongMix	0.816	1
247.3253	2.885	IncongMix	0.767	1
250.2273	2.877	IncongMix	0.625	1
253.1133	1.915	IncongMix	0.547	1
255.0313	2.723	IncongMix	0.788	1
257.7663	2.092	CongMix	0.541	1
259.8683	2.182	IncongMix	0.647	1
262.0533	2.232	CongMix	0.614	1
264.2883	1.946	IncongMix	0.595	1
266.2393	1.785	CongMix	0	0
268.9253	2.209	CongMix	0.558	1
271.1433	2.623	CongMix	0.588	1
273.7793	1.932	CongMix	0.448	1
275.7133	2.865	IncongMix	0.53	1
278.5823	2.261	IncongMix	0.509	1
280.8513	2.891	IncongMix	0.472	1
