onset	duration	trial_type	response_time	accuracy
3e-04	2.419	Neutral1	0.701	1
2.4353	2.422	Neutral1	0.738	1
4.8703	2.411	Neutral1	0.759	1
7.2893	2.422	Neutral1	0.62	1
9.7243	2.407	Neutral1	0.673	1
12.1423	2.417	Neutral1	0.615	1
14.5613	2.423	Neutral1	0.572	1
16.9963	2.416	Neutral1	0.497	1
19.4153	2.412	Neutral1	0.461	1
21.8333	2.416	Neutral1	0.531	1
24.2523	2.415	Neutral1	0.464	1
26.6703	2.415	Neutral1	0.446	1
29.0893	2.406	Neutral1	0.571	1
31.5073	2.419	Neutral1	0.585	1
33.9423	2.424	Neutral1	0.422	1
36.3783	2.405	Neutral1	0.554	1
38.7963	2.417	Neutral1	0.432	1
41.2153	2.409	Neutral1	0.524	1
43.6333	2.42	Neutral1	0.786	1
46.0683	2.415	Neutral1	0.463	1
48.4873	2.413	Neutral1	0.428	1
50.9053	2.422	Neutral1	0.354	1
53.3403	2.415	Neutral1	0.447	1
55.7593	2.409	Neutral1	0.54	1
58.1783	2.416	Neutral1	0.481	1
60.5963	2.418	Neutral1	0.55	1
63.0313	2.417	Neutral1	0.515	1
65.4503	2.42	Neutral1	0.552	1
67.8853	2.414	Neutral1	0.413	1
70.3033	2.404	Neutral1	0.619	1
72.7223	2.424	Neutral1	0.456	1
75.1573	2.419	Neutral1	0.501	1
77.5923	2.402	Neutral1	0.434	1
80.0113	2.419	Neutral1	0.518	1
82.4463	2.421	Neutral1	0.403	1
84.8813	2.417	Neutral1	0.432	1
87.3003	2.416	Neutral1	0.565	1
89.7183	2.414	Neutral1	0.379	1
92.1373	2.41	Neutral1	0.576	1
94.5553	2.412	Neutral1	0.494	1
96.9743	2.421	Neutral1	0.419	1
99.4093	2.412	Neutral1	0.56	1
101.8283	2.42	Neutral1	0.468	1
104.2633	2.402	Neutral1	0.601	1
106.6813	2.424	Neutral1	0.423	1
109.1163	2.42	Neutral1	0.668	1
111.5523	2.415	Neutral1	0.48	1
113.9703	2.416	Neutral1	0.414	1
116.3893	2.412	Neutral1	0.427	1
118.8073	2.42	Neutral1	0.385	1
121.2423	2.407	Neutral1	0.389	1
123.6613	2.407	Neutral1	0.506	1
126.0793	2.414	Neutral1	0.496	1
128.4983	2.419	Neutral1	0.501	1
130.9333	2.421	Neutral1	0.37	1
133.3683	2.417	Neutral1	0.415	1
135.7873	2.416	Neutral1	0.532	1
138.2053	2.413	Neutral1	0.378	1
140.6243	2.411	Neutral1	0.343	1
143.0423	2.423	Neutral1	0.404	1
145.4783	2.411	Neutral1	0.576	1
147.8963	2.417	Neutral1	0.382	1
150.3153	2.404	Neutral1	0.419	1
152.7333	2.43	Neutral1	0.329	0
155.1683	2.41	Neutral1	0.558	1
157.5873	2.411	Neutral1	0.443	1
160.0053	2.409	Neutral1	0.441	1
162.4243	2.418	Neutral1	0.517	1
164.8593	2.415	Neutral1	0.53	1
167.2783	2.424	Neutral1	0.439	1
169.7133	2.411	Neutral1	0.46	1
172.1313	1.968	Neutral1	0.45	1
185.0913	2.168	IncongMix	0.817	1
187.2763	2.625	CongMix	0.424	1
189.9113	2.855	CongMix	0.453	1
192.7803	2.237	CongMix	0.352	1
195.0323	2.438	CongMix	0.42	1
197.4843	2.214	CongMix	0.696	1
199.7023	2.727	IncongMix	0.558	1
202.4383	2.511	IncongMix	0.493	1
204.9563	2.33	CongMix	0.479	1
207.2913	2.363	IncongMix	0.712	1
209.6603	2.016	CongMix	0.615	1
211.6783	1.994	IncongMix	0.693	1
213.6803	1.915	IncongMix	0.547	1
215.5983	2.531	CongMix	0.613	1
218.1333	2.131	CongMix	0.63	1
220.2683	2.374	CongMix	0.423	1
222.6533	2.219	CongMix	0.501	1
224.8883	1.937	IncongMix	0.586	1
226.8403	2.309	IncongMix	0.658	1
229.1583	2.436	CongMix	0.468	1
231.6103	2.809	CongMix	0.424	1
234.4293	2.614	CongMix	0.413	1
237.0473	2.583	IncongMix	0.515	1
239.6333	2.093	IncongMix	0.609	1
241.7343	2.739	IncongMix	0.588	1
244.4863	2.74	IncongMix	0.555	1
247.2393	2.389	CongMix	0.538	1
249.6403	2.867	IncongMix	0.449	1
252.5093	2.289	CongMix	0.588	1
254.8113	2.244	IncongMix	0.526	1
257.0633	2.811	CongMix	0.442	1
259.8823	2.096	CongMix	0.695	1
261.9833	2.697	IncongMix	0.562	1
264.6853	2.698	CongMix	0.563	1
267.3873	2.186	IncongMix	0.685	1
269.5893	2.575	CongMix	0.507	1
272.1743	2.315	IncongMix	0.714	1
274.4933	2.172	CongMix	0.571	1
276.6783	2.807	IncongMix	0.538	1
279.4973	1.921	IncongMix	0.687	1
281.4313	2.351	IncongMix	0.617	1
283.7833	2.647	CongMix	0.496	1
286.4353	2.843	CongMix	0.508	1
289.2873	2.209	IncongMix	0.608	1
291.5063	2.68	CongMix	0.445	1
294.1913	2.45	IncongMix	0.432	1
296.6433	2.153	CongMix	0.452	1
298.8113	1.945	CongMix	0.444	1
300.7633	2.892	CongMix	0.524	1
303.6653	2.258	IncongMix	0.574	1
305.9333	2.083	CongMix	0.649	1
308.0183	2.117	IncongMix	0.7	1
310.1533	2.57	CongMix	0.501	1
312.7393	2.895	IncongMix	0.643	1
315.6413	2.505	IncongMix	0.637	1
318.1593	2.857	IncongMix	0.455	1
321.0283	2.147	CongMix	0.546	1
323.1803	2.014	IncongMix	0.53	1
325.1983	2.88	IncongMix	0.495	1
328.0843	2.721	IncongMix	0.569	1
330.8193	1.959	CongMix	0.458	1
332.7873	2.118	IncongMix	0.466	1
334.9063	2.558	IncongMix	0.723	1
337.4743	2.078	IncongMix	0.627	1
339.5593	2.398	CongMix	0.446	1
341.9613	2.886	IncongMix	0.468	1
344.8633	2.438	CongMix	0.453	1
347.3153	2.808	CongMix	0.489	1
350.1343	2.641	CongMix	0.406	1
352.7863	2.258	CongMix	0.474	1
355.0543	2.24	IncongMix	0.622	1
357.3063	1.743	IncongMix	0.65	1
369.8323	2.43	Congruent1	0.579	1
372.2673	2.408	Congruent1	0.456	1
374.6863	2.41	Congruent1	0.509	1
377.1043	2.422	Congruent1	0.387	1
379.5403	2.408	Congruent1	0.407	1
381.9583	2.416	Congruent1	0.381	1
384.3773	2.412	Congruent1	0.394	1
386.7953	2.417	Congruent1	0.383	1
389.2303	2.415	Congruent1	0.38	1
391.6493	2.418	Congruent1	0.417	1
394.0843	2.413	Congruent1	0.478	1
396.5033	2.422	Congruent1	0.387	1
398.9383	2.417	Congruent1	0.432	1
401.3563	2.416	Congruent1	0.414	1
403.7753	2.409	Congruent1	0.491	1
406.1933	2.418	Congruent1	0.416	1
408.6293	2.411	Congruent1	0.676	1
411.0473	2.418	Congruent1	0.45	1
413.4823	2.41	Congruent1	0.575	1
415.9013	2.423	Congruent1	0.388	1
418.3363	2.411	Congruent1	0.593	1
420.7543	2.424	Congruent1	0.439	1
423.1903	2.403	Congruent1	0.435	1
425.6083	2.417	Congruent1	0.416	1
428.0433	2.426	Congruent1	0.357	1
430.4793	2.408	Congruent1	0.457	1
432.8973	2.418	Congruent1	0.383	1
435.3323	2.418	Congruent1	0.5	1
437.7673	2.409	Congruent1	0.641	1
440.1863	2.409	Congruent1	0.39	1
442.6053	2.416	Congruent1	0.515	1
445.0233	2.42	Congruent1	0.752	1
447.4583	2.412	Congruent1	0.677	1
449.8773	2.42	Congruent1	0.402	1
452.3123	2.409	Congruent1	0.575	1
454.7303	2.423	Congruent1	0.421	1
457.1663	2.41	Congruent1	0.409	1
459.5843	2.415	Congruent1	0.663	1
462.0033	2.411	Congruent1	0.476	1
464.4213	2.425	Congruent1	0.874	1
466.8563	2.416	Congruent1	0.414	1
469.2753	2.404	Congruent1	0.787	1
471.6933	2.425	Congruent1	0.473	1
474.1293	2.41	Congruent1	0.509	1
476.5473	2.418	Congruent1	0.467	1
478.9823	2.425	Congruent1	0.456	1
481.4183	2.414	Congruent1	0.412	1
483.8363	2.409	Congruent1	0.674	1
486.2553	2.418	Congruent1	0.55	1
488.6903	2.413	Congruent1	0.395	1
491.1083	2.42	Congruent1	0.569	1
493.5433	2.414	Congruent1	0.446	1
495.9623	2.415	Congruent1	0.531	1
498.3803	2.403	Congruent1	0.385	1
500.7993	2.419	Congruent1	0.534	1
503.2343	2.414	Congruent1	0.379	1
505.6533	2.422	Congruent1	0.52	1
508.0883	2.408	Congruent1	0.524	1
510.5063	2.43	Congruent1	0.562	1
