onset	duration	trial_type	response_time	accuracy
3e-04	2.354	IncongMix	0.419	1
2.3693	2.447	CongMix	0.362	1
4.8213	2.386	CongMix	0.318	1
7.2223	2.448	IncongMix	0.38	1
9.6743	1.92	IncongMix	0.536	1
11.6093	1.952	CongMix	0.401	1
13.5773	1.911	IncongMix	0.593	1
15.4963	2.314	IncongMix	0.362	0
17.8143	2.088	CongMix	0.42	1
19.9163	2.695	IncongMix	0.51	1
22.6183	2.886	CongMix	0.568	1
25.5203	2.749	IncongMix	0.514	1
28.2723	2.091	IncongMix	0.49	1
30.3743	2.123	IncongMix	0.788	1
32.5093	2.573	IncongMix	0.405	1
35.0943	2.869	IncongMix	0.467	1
37.9803	2.896	IncongMix	0.461	1
40.8823	2.852	CongMix	0.383	1
43.7513	2.019	IncongMix	0.618	1
45.7863	2.195	IncongMix	0.527	1
47.9873	2.536	CongMix	0.518	1
50.5393	2.902	IncongMix	0.534	1
53.4583	2.382	CongMix	0.447	1
55.8443	2.258	IncongMix	0.557	1
58.1123	2.637	CongMix	0.569	1
60.7643	2.87	IncongMix	0.501	1
63.6503	1.946	IncongMix	0.462	1
65.6013	1.989	IncongMix	0.487	1
67.6033	2.209	CongMix	0.341	1
69.8213	2.314	CongMix	0.363	1
72.1393	2.75	IncongMix	0.381	0
74.8923	2.805	CongMix	0.42	1
77.7103	2.741	IncongMix	0.506	1
80.4633	2.243	CongMix	0.425	1
82.7143	2.237	IncongMix	0.486	1
84.9663	2.444	CongMix	0.426	1
87.4183	2.9	IncongMix	0.398	1
90.3203	2.626	CongMix	0.407	1
92.9563	2.708	IncongMix	0.523	1
95.6743	2.125	CongMix	0.357	1
97.8093	2.102	CongMix	0.534	1
99.9283	2.563	IncongMix	0.495	1
102.4963	2.713	CongMix	0.511	1
105.2153	2.248	CongMix	0.48	1
107.4673	2.806	CongMix	0.404	1
110.2863	2.166	CongMix	0.465	1
112.4543	2.62	CongMix	0.569	1
115.0893	1.943	CongMix	0.525	1
117.0413	2.821	CongMix	0.469	1
119.8773	2.508	IncongMix	0.457	1
122.3953	2.003	IncongMix	0.419	1
124.4133	2.136	CongMix	0.385	1
126.5653	2.323	IncongMix	0.505	1
128.9003	2.186	IncongMix	0.418	1
131.1023	2.676	CongMix	0.408	1
133.7873	2.381	CongMix	0.579	1
136.1733	2.285	CongMix	0.417	1
138.4743	2.556	CongMix	0.404	1
141.0433	2.51	IncongMix	0.475	1
143.5623	2.163	CongMix	0.395	1
145.7303	2.787	IncongMix	0.419	1
148.5323	2.853	CongMix	0.401	1
151.4013	2.021	CongMix	0.42	1
153.4363	2.241	IncongMix	0.473	1
155.6883	2.456	CongMix	0.405	1
158.1563	2.173	IncongMix	0.489	1
160.3413	2.12	IncongMix	0.552	1
162.4763	2.625	CongMix	0.473	1
165.1123	2.36	IncongMix	0.509	1
167.4803	2.548	CongMix	0.413	1
170.0323	2.227	CongMix	0.476	1
172.2673	1.637	IncongMix	0.481	1
184.8603	2.426	Control1	0.424	1
187.2963	2.407	Control1	0.372	1
189.7143	2.424	Control1	0.506	1
192.1493	2.416	Control1	0.431	1
194.5683	2.415	Control1	0.38	1
196.9863	2.413	Control1	0.361	1
199.4053	2.417	Control1	0.366	1
201.8403	2.413	Control1	0.411	1
204.2593	2.416	Control1	0.448	1
206.6773	2.419	Control1	0.518	1
209.1123	2.414	Control1	0.379	1
211.5313	2.411	Control1	0.376	1
213.9503	2.416	Control1	0.381	1
216.3683	2.41	Control1	0.491	1
218.7873	2.428	Control1	0.36	1
221.2223	2.4	Control1	0.365	1
223.6243	2.424	Control1	0.522	1
226.0593	2.41	Control1	0.359	1
228.4773	2.425	Control1	0.373	1
230.9133	2.406	Control1	0.321	1
233.3313	2.426	Control1	0.375	1
235.7663	2.401	Control1	0.316	1
238.1683	2.431	Control1	0.362	1
240.6043	2.4	Control1	0.382	1
243.0053	2.416	Control1	0.381	1
245.4243	2.415	Control1	0.346	1
247.8433	2.414	Control1	0.479	1
250.2613	2.426	Control1	0.308	1
252.6963	2.415	Control1	0.313	1
255.1153	2.415	Control1	0.43	1
257.5333	2.418	Control1	0.316	1
259.9523	2.406	Control1	0.305	1
262.3703	2.422	Control1	0.287	1
264.8063	2.416	Control1	0.331	1
267.2243	2.405	Control1	0.353	1
269.6433	2.413	Control1	0.262	1
272.0613	2.416	Control1	0.364	1
274.4803	2.415	Control1	0.297	1
276.8983	2.423	Control1	0.454	1
279.3343	2.415	Control1	0.314	1
281.7523	2.42	Control1	0.352	1
284.1873	2.411	Control1	0.293	1
286.6063	2.414	Control1	0.346	1
289.0243	2.407	Control1	0.472	1
291.4433	2.418	Control1	0.333	1
293.8783	2.418	Control1	0.434	1
296.3133	2.413	Control1	0.311	1
298.7323	2.417	Control1	0.332	1
301.1513	2.419	Control1	0.401	1
303.5863	2.419	Control1	0.301	1
306.0213	2.407	Control1	0.322	1
308.4403	2.422	Control1	0.287	1
310.8753	2.409	Control1	0.324	1
313.2933	2.423	Control1	0.354	1
315.7293	2.402	Control1	0.334	1
318.1473	2.418	Control1	0.3	1
320.5823	2.423	Control1	0.305	1
323.0173	2.41	Control1	0.542	1
325.4363	2.414	Control1	0.379	1
327.8553	2.421	Control1	0.336	1
330.2903	2.409	Control1	0.341	1
332.7083	2.415	Control1	0.33	1
335.1273	2.426	Control1	0.375	1
337.5623	2.417	Control1	0.348	1
339.9813	2.402	Control1	0.417	1
342.3993	2.428	Control1	0.327	1
344.8343	2.399	Control1	0.348	1
347.2363	2.419	Control1	0.434	1
349.6723	2.419	Control1	0.334	1
352.1073	2.417	Control1	0.299	1
