"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.428	"Neutral1"	0.643	1
2.4353	2.417	"Neutral1"	0.432	1
4.8543	2.416	"Neutral1"	0.381	0
7.2723	2.406	"Neutral1"	0.371	1
9.6913	2.41	"Neutral1"	0.375	1
12.1093	2.426	"Neutral1"	0.525	1
14.5443	2.403	"Neutral1"	0.418	1
16.9633	2.415	"Neutral1"	0.447	1
19.3813	2.417	"Neutral1"	0.349	1
21.8163	2.423	"Neutral1"	0.354	0
24.2523	2.405	"Neutral1"	0.654	1
26.6703	2.428	"Neutral1"	0.427	1
29.1053	2.416	"Neutral1"	0.432	1
31.5403	2.408	"Neutral1"	0.373	1
33.9593	2.417	"Neutral1"	0.666	1
36.3943	2.421	"Neutral1"	0.487	1
38.8293	2.412	"Neutral1"	0.444	1
41.2483	2.412	"Neutral1"	0.361	1
43.6663	2.421	"Neutral1"	0.319	1
46.1023	2.413	"Neutral1"	0.362	1
48.5203	2.402	"Neutral1"	0.4	1
50.9393	2.416	"Neutral1"	0.381	1
53.3573	2.417	"Neutral1"	0.315	0
55.7763	2.415	"Neutral1"	0.464	1
58.1943	2.408	"Neutral1"	0.406	1
60.6133	2.421	"Neutral1"	0.419	1
63.0483	2.413	"Neutral1"	0.512	1
65.4663	2.425	"Neutral1"	0.541	1
67.9013	2.403	"Neutral1"	0.418	1
70.3203	2.418	"Neutral1"	0.367	1
72.7553	2.419	"Neutral1"	0.468	1
75.1903	2.411	"Neutral1"	0.593	1
77.6093	2.42	"Neutral1"	0.502	1
80.0443	2.41	"Neutral1"	0.491	1
82.4633	2.41	"Neutral1"	0.392	1
84.8813	2.422	"Neutral1"	0.437	1
87.3163	2.404	"Neutral1"	0.386	1
89.7353	2.418	"Neutral1"	0.383	1
92.1703	2.412	"Neutral1"	0.428	1
94.5883	2.422	"Neutral1"	0.57	1
97.0243	2.403	"Neutral1"	0.518	1
99.4423	2.426	"Neutral1"	0.492	1
101.8773	2.408	"Neutral1"	0.473	1
104.2963	2.413	"Neutral1"	0.429	1
106.7143	2.422	"Neutral1"	0.387	1
109.1503	2.42	"Neutral1"	0.335	1
111.5853	2.405	"Neutral1"	0.42	1
114.0033	2.42	"Neutral1"	0.586	1
116.4383	2.405	"Neutral1"	0.503	1
118.8573	2.426	"Neutral1"	0.508	1
121.2923	2.418	"Neutral1"	0.417	1
123.7273	2.405	"Neutral1"	0.437	1
126.1463	2.413	"Neutral1"	0.362	1
128.5643	2.425	"Neutral1"	0.44	1
131.0003	2.399	"Neutral1"	0.348	1
133.4013	2.42	"Neutral1"	0.435	1
135.8373	2.412	"Neutral1"	0.511	1
138.2553	2.422	"Neutral1"	0.421	1
140.6903	2.42	"Neutral1"	0.386	1
143.1253	2.408	"Neutral1"	0.406	1
145.5443	2.422	"Neutral1"	0.387	1
147.9793	2.402	"Neutral1"	0.4	1
150.3983	2.426	"Neutral1"	0.341	0
152.8333	2.413	"Neutral1"	0.378	1
155.2513	2.417	"Neutral1"	0.432	1
157.6703	2.408	"Neutral1"	0.373	1
160.0883	2.412	"Neutral1"	0.427	1
162.5073	2.418	"Neutral1"	0.383	1
164.9423	2.417	"Neutral1"	0.532	1
167.3773	2.409	"Neutral1"	0.457	1
169.7963	2.424	"Neutral1"	0.406	1
172.2313	1.865	"Neutral1"	0.347	1
185.1743	2.878	"IncongMix"	0.459	1
188.0603	2.564	"CongMix"	0.429	1
190.6283	2.081	"CongMix"	0.397	1
192.7133	2.325	"CongMix"	0.424	1
