"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.41	"Control1"	0.443	1
2.4173	2.417	"Control1"	0.434	1
4.8503	2.418	"Control1"	0.368	1
7.2833	2.404	"Control1"	0.471	1
9.6993	2.42	"Control1"	0.487	1
12.1323	2.422	"Control1"	0.406	1
14.5653	2.4	"Control1"	0.517	1
16.9813	2.421	"Control1"	0.405	1
19.4143	2.415	"Control1"	0.516	1
21.8473	2.417	"Control1"	0.451	1
24.2803	2.409	"Control1"	0.409	1
26.6973	2.425	"Control1"	0.392	1
29.1303	2.403	"Control1"	0.487	1
31.5463	2.428	"Control1"	0.495	1
33.9793	2.417	"Control1"	0.334	1
36.4123	2.41	"Control1"	0.461	1
38.8283	2.412	"Control1"	0.445	1
41.2453	2.412	"Control1"	0.396	1
43.6613	2.418	"Control1"	0.468	1
46.0943	2.42	"Control1"	0.354	1
48.5273	2.415	"Control1"	0.465	1
50.9443	2.409	"Control1"	0.376	1
53.3603	2.422	"Control1"	0.456	1
55.7933	2.414	"Control1"	0.415	1
58.2093	2.413	"Control1"	0.463	1
60.6263	2.406	"Control1"	0.406	1
63.0423	2.424	"Control1"	0.374	1
65.4753	2.412	"Control1"	0.396	1
67.8913	2.423	"Control1"	0.54	1
70.3243	2.413	"Control1"	0.363	1
72.7413	2.404	"Control1"	0.338	1
75.1573	2.421	"Control1"	0.338	1
77.5903	2.418	"Control1"	0.385	1
80.0233	2.409	"Control1"	0.376	1
82.4393	2.414	"Control1"	0.464	1
84.8563	2.416	"Control1"	0.383	1
87.2893	2.421	"Control1"	0.421	1
89.7223	2.422	"Control1"	0.372	1
92.1553	2.401	"Control1"	0.435	1
94.5713	2.429	"Control1"	0.379	1
97.0043	2.414	"Control1"	0.33	1
99.4213	2.403	"Control1"	0.353	1
101.8373	2.415	"Control1"	0.465	1
104.2533	2.419	"Control1"	0.369	1
106.6863	2.424	"Control1"	0.375	1
109.1193	2.413	"Control1"	0.43	1
111.5363	2.405	"Control1"	0.405	1
113.9523	2.414	"Control1"	0.381	1
116.3683	2.415	"Control1"	0.365	1
118.7853	2.42	"Control1"	0.42	1
121.2183	2.426	"Control1"	0.443	1
123.6513	2.403	"Control1"	0.37	1
126.0673	2.412	"Control1"	0.313	1
128.4833	2.424	"Control1"	0.425	1
130.9163	2.407	"Control1"	0.424	1
133.3333	2.426	"Control1"	0.359	1
135.7663	2.415	"Control1"	0.382	1
138.1993	2.408	"Control1"	0.325	1
140.6153	2.412	"Control1"	0.413	1
143.0313	2.417	"Control1"	0.301	1
145.4643	2.42	"Control1"	0.404	1
147.8973	2.417	"Control1"	0.418	1
150.3303	2.413	"Control1"	0.513	1
152.7473	2.425	"Control1"	0.408	1
155.1803	2.414	"Control1"	0.431	1
157.5963	2.403	"Control1"	0.303	1
160.0133	2.426	"Control1"	0.526	1
162.4463	2.407	"Control1"	0.357	1
164.8623	2.417	"Control1"	0.317	1
167.2953	2.412	"Control1"	0.379	1
169.7113	2.426	"Control1"	0.443	1
172.1443	1.902	"Control1"	0.386	1
185.1093	2.243	"IncongMix"	0.477	1
187.3593	2.692	"IncongMix"	0.442	1
190.0593	2.452	"CongMix"	0.486	1
192.5253	2.702	"CongMix"	0.436	1
195.2413	2.446	"IncongMix"	0.496	1
197.6913	2.903	"IncongMix"	0.454	1
200.6073	2.014	"CongMix"	0.53	1
202.6243	2.508	"IncongMix"	0.625	1
205.1403	2.632	"CongMix"	0.549	1
207.7733	2.258	"CongMix"	0.475	1
210.0393	2.381	"CongMix"	0.449	1
212.4223	2.111	"IncongMix"	0.594	1
214.5393	2.25	"IncongMix"	0.717	1
216.8053	2.169	"CongMix"	0.603	1
218.9883	2.126	"CongMix"	0.46	1
221.1213	2.725	"IncongMix"	0.575	1
223.8543	2.002	"IncongMix"	0.602	1
225.8713	2.819	"CongMix"	0.569	1
228.7043	1.929	"CongMix"	0.495	1
230.6373	2.693	"CongMix"	0.41	1
233.3363	2.201	"IncongMix"	0.751	1
235.5533	2.103	"IncongMix"	0.67	1
237.6693	2.559	"CongMix"	0.61	1
240.2353	2.559	"IncongMix"	0.692	1
242.8023	2.805	"IncongMix"	0.605	1
245.6183	2.251	"IncongMix"	0.685	1
247.8843	2.752	"IncongMix"	0.602	1
250.6513	1.997	"IncongMix"	0.531	1
252.6503	2.853	"IncongMix"	0.62	1
255.5173	2.594	"IncongMix"	0.545	1
258.1163	2.159	"CongMix"	0.626	1
260.2833	2.173	"IncongMix"	0.523	1
262.4663	2.332	"IncongMix"	0.732	1
264.7993	1.999	"IncongMix"	0.583	1
266.8153	2.066	"IncongMix"	0.583	1
268.8823	2.363	"IncongMix"	0.547	1
271.2483	2.852	"CongMix"	0.469	1
274.1143	2.883	"CongMix"	0.483	1
277.0143	2.735	"IncongMix"	0.535	1
279.7643	2.224	"CongMix"	0.457	1
281.9973	2.812	"CongMix"	0.496	1
284.8133	2.132	"CongMix"	0.632	1
286.9463	2.388	"CongMix"	0.555	1
289.3463	2.556	"CongMix"	0.49	1
291.9123	2.625	"CongMix"	0.492	1
294.5453	2.804	"CongMix"	0.555	1
297.3613	2.443	"CongMix"	0.427	1
299.8113	2.352	"IncongMix"	0.569	1
302.1773	2.294	"CongMix"	0.411	1
304.4773	2.386	"CongMix"	0.519	1
306.8773	2.606	"CongMix"	0.423	1
309.4933	2.876	"IncongMix"	0.526	1
312.3763	2.845	"CongMix"	0.395	1
315.2263	2.3	"IncongMix"	0.633	1
317.5423	1.931	"IncongMix"	0.581	1
319.4753	2.626	"CongMix"	0.56	1
322.1083	2.322	"CongMix"	0.439	1
324.4413	2.527	"CongMix"	0.594	1
326.9743	1.016	"IncongMix"	0	0
328.8903	2.094	"CongMix"	0.728	1
330.9903	2.449	"CongMix"	0.532	1
333.4573	2.508	"IncongMix"	0.641	1
335.9733	2.882	"IncongMix"	0.549	1
338.8723	2.14	"IncongMix"	0.674	1
341.0223	1.941	"CongMix"	0.524	1
342.9723	1.949	"IncongMix"	0.582	1
344.9223	2.1	"CongMix"	0.384	1
347.0383	2.195	"CongMix"	0.412	1
349.2383	2.895	"IncongMix"	0.579	1
352.1373	2.18	"IncongMix"	0.664	1
354.3203	2.248	"CongMix"	0.465	1
356.5703	2.388	"IncongMix"	0.543	1
369.8683	2.407	"Neutral1"	0.524	1
372.2853	2.419	"Neutral1"	0.419	0
