"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.408	"Control1"	0.441	1
2.4173	2.411	"Control1"	0.344	1
4.8343	2.422	"Control1"	0.422	1
7.2663	2.408	"Control1"	0.374	1
9.6833	2.42	"Control1"	0.437	1
12.1163	2.415	"Control1"	0.332	1
14.5323	2.415	"Control1"	0.316	1
16.9483	2.42	"Control1"	0.404	1
19.3813	2.415	"Control1"	0.315	1
21.7983	2.405	"Control1"	0.322	1
24.2143	2.417	"Control1"	0.434	1
26.6473	2.411	"Control1"	0.361	1
29.0643	2.421	"Control1"	0.471	1
31.4973	2.414	"Control1"	0.414	1
33.9133	2.418	"Control1"	0.302	1
36.3463	2.413	"Control1"	0.397	1
38.7623	2.417	"Control1"	0.301	1
41.1953	2.405	"Control1"	0.372	1
43.6123	2.421	"Control1"	0.371	1
46.0453	2.414	"Control1"	0.314	1
48.4613	2.421	"Control1"	0.338	1
50.8943	2.419	"Control1"	0.353	1
53.3273	2.41	"Control1"	0.36	1
55.7443	2.414	"Control1"	0.414	1
58.1603	2.42	"Control1"	0.27	1
60.5933	2.4	"Control1"	0.301	1
63.0093	2.431	"Control1"	0.365	1
65.4423	2.405	"Control1"	0.372	1
67.8593	2.424	"Control1"	0.307	0
70.2923	2.402	"Control1"	0.402	1
72.7083	2.428	"Control1"	0.378	1
75.1413	2.408	"Control1"	0.441	1
77.5583	2.409	"Control1"	0.576	1
79.9743	2.423	"Control1"	0.423	1
82.4073	2.419	"Control1"	0.286	1
84.8403	2.407	"Control1"	0.341	1
87.2563	2.424	"Control1"	0.525	1
89.6893	2.408	"Control1"	0.308	1
92.1063	2.422	"Control1"	0.539	1
94.5393	2.408	"Control1"	0.442	1
96.9553	2.421	"Control1"	0.338	1
99.3883	2.408	"Control1"	0.441	1
101.8053	2.409	"Control1"	0.376	1
104.2213	2.423	"Control1"	0.423	1
106.6543	2.416	"Control1"	0.35	1
109.0873	2.406	"Control1"	0.357	1
111.5033	2.419	"Control1"	0.453	1
113.9363	2.421	"Control1"	0.372	1
116.3693	2.41	"Control1"	0.427	1
118.7863	2.413	"Control1"	0.33	1
121.2023	2.427	"Control1"	0.394	1
123.6353	2.41	"Control1"	0.393	1
126.0523	2.42	"Control1"	0.32	1
128.4853	2.401	"Control1"	0.335	1
130.9013	2.418	"Control1"	0.502	1
133.3343	2.414	"Control1"	0.365	1
135.7503	2.414	"Control1"	0.381	1
138.1673	2.419	"Control1"	0.436	1
140.6003	2.418	"Control1"	0.435	1
143.0333	2.419	"Control1"	0.386	1
145.4663	2.414	"Control1"	0.465	1
147.8823	2.418	"Control1"	0.385	1
150.3153	2.415	"Control1"	0.432	1
152.7323	2.401	"Control1"	0.351	1
