"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.429	"Neutral1"	0.494	1
2.4353	2.412	"Neutral1"	0.411	1
4.8533	2.418	"Neutral1"	0.633	1
7.2893	2.416	"Neutral1"	0.565	1
9.7073	2.404	"Neutral1"	0.419	1
12.1263	2.42	"Neutral1"	0.368	1
14.5613	2.419	"Neutral1"	0.317	1
16.9963	2.411	"Neutral1"	0.41	1
19.4143	2.42	"Neutral1"	0.535	1
21.8503	2.406	"Neutral1"	0.355	1
24.2683	2.414	"Neutral1"	0.329	1
26.6873	2.416	"Neutral1"	0.598	1
29.1053	2.418	"Neutral1"	0.516	1
31.5243	2.42	"Neutral1"	0.385	1
33.9593	2.417	"Neutral1"	0.366	1
36.3943	2.414	"Neutral1"	0.395	1
38.8133	2.412	"Neutral1"	0.327	1
41.2313	2.42	"Neutral1"	0.469	1
43.6663	2.412	"Neutral1"	0.41	1
46.0853	2.416	"Neutral1"	0.431	1
48.5033	2.419	"Neutral1"	0.485	1
50.9383	2.401	"Neutral1"	0.466	1
53.3403	2.418	"Neutral1"	0.4	1
55.7753	2.415	"Neutral1"	0.397	1
58.1943	2.422	"Neutral1"	0.337	1
60.6293	2.412	"Neutral1"	0.494	1
63.0483	2.416	"Neutral1"	0.315	1
65.4663	2.412	"Neutral1"	0.393	1
67.8853	2.416	"Neutral1"	0.598	1
70.3033	2.417	"Neutral1"	0.348	1
72.7223	2.408	"Neutral1"	0.457	1
75.1403	2.417	"Neutral1"	0.399	1
77.5593	2.424	"Neutral1"	0.339	1
79.9943	2.411	"Neutral1"	0.36	1
82.4123	2.412	"Neutral1"	0.494	1
84.8313	2.424	"Neutral1"	0.339	1
87.2663	2.404	"Neutral1"	0.536	1
89.6853	2.424	"Neutral1"	0.389	1
92.1203	2.409	"Neutral1"	0.274	1
94.5383	2.42	"Neutral1"	0.352	1
96.9733	2.412	"Neutral1"	0.26	0
99.3923	2.42	"Neutral1"	0.369	1
101.8273	2.411	"Neutral1"	0.526	1
104.2463	2.416	"Neutral1"	0.331	1
106.6643	2.422	"Neutral1"	0.321	1
109.0993	2.41	"Neutral1"	0.358	1
111.5183	2.407	"Neutral1"	0.339	1
113.9363	2.425	"Neutral1"	0.273	0
116.3723	2.403	"Neutral1"	0.468	1
118.7903	2.424	"Neutral1"	0.506	1
121.2253	2.419	"Neutral1"	0.335	1
123.6603	2.418	"Neutral1"	0.5	1
126.0963	2.405	"Neutral1"	0.304	1
128.5143	2.424	"Neutral1"	0.406	1
130.9493	2.408	"Neutral1"	0.323	1
133.3683	2.412	"Neutral1"	0.344	1
135.7863	2.417	"Neutral1"	0.349	1
138.2053	2.413	"Neutral1"	0.362	1
140.6233	2.428	"Neutral1"	0.376	1
143.0593	2.406	"Neutral1"	0.588	1
145.4773	2.413	"Neutral1"	0.378	1
147.8963	2.421	"Neutral1"	0.503	1
150.3313	2.419	"Neutral1"	0.284	1
152.7663	2.405	"Neutral1"	0.304	1
155.1843	2.412	"Neutral1"	0.494	1
157.6033	2.421	"Neutral1"	0.403	1
160.0383	2.421	"Neutral1"	0.32	1
162.4733	2.411	"Neutral1"	0.293	0
164.8923	2.414	"Neutral1"	0.53	1
167.3103	2.415	"Neutral1"	0.48	1
169.7293	2.422	"Neutral1"	0.437	1
172.1643	1.806	"Neutral1"	0.305	1
185.1073	2.443	"CongMix"	0.442	1
187.5593	2.108	"CongMix"	0.39	0
189.6773	2.615	"CongMix"	0.48	1
192.2963	2.733	"IncongMix"	0.548	1
195.0313	2.45	"CongMix"	0.349	1
197.4833	1.912	"IncongMix"	0.561	1
199.4013	2.565	"CongMix"	0.363	1
201.9703	2.237	"CongMix"	0.402	1
204.2223	2.57	"IncongMix"	0.518	1
206.8073	2.266	"CongMix"	0.365	1
209.0753	2.73	"IncongMix"	0.345	0
211.8113	2.713	"IncongMix"	0.544	1
214.5303	2.38	"CongMix"	0.345	1
216.9153	2.125	"IncongMix"	0.624	1
219.0503	2.368	"IncongMix"	0.433	1
221.4353	2.551	"CongMix"	0.4	1
224.0033	1.941	"IncongMix"	0.44	1
225.9553	2.6	"IncongMix"	0.432	1
228.5573	2.015	"CongMix"	0.414	1
230.5753	2.214	"IncongMix"	0.547	1
232.7933	2.801	"CongMix"	0.433	1
235.6123	2.212	"CongMix"	0.494	1
237.8313	2.841	"CongMix"	0.339	1
240.6833	2.366	"IncongMix"	0.615	1
243.0513	2.865	"IncongMix"	0.447	1
245.9203	2.321	"CongMix"	0.37	1
248.2553	2.718	"IncongMix"	0.666	1
250.9913	2.452	"CongMix"	0.434	1
253.4593	2.237	"IncongMix"	0.486	1
255.7113	2.086	"IncongMix"	0.418	1
257.8133	2.531	"CongMix"	0.396	1
260.3483	2.147	"CongMix"	0.413	1
262.4993	2.382	"CongMix"	0.43	1
264.8853	2.511	"IncongMix"	0.46	1
267.4033	2.255	"IncongMix"	0.453	1
269.6723	2.182	"CongMix"	0.464	1
271.8573	2.603	"CongMix"	0.335	1
274.4753	2.744	"IncongMix"	0.493	1
277.2273	2.005	"IncongMix"	0.421	0
279.2453	2.2	"CongMix"	0.699	1
281.4473	2.812	"CongMix"	0.393	1
284.2663	2.903	"IncongMix"	0.518	1
287.1853	2.147	"CongMix"	0.446	1
289.3363	2.695	"CongMix"	0.359	1
292.0393	2.811	"CongMix"	0.376	1
294.8573	2.178	"IncongMix"	0.51	1
297.0423	2.706	"CongMix"	0.421	1
299.7613	2.874	"IncongMix"	0.422	1
302.6473	2.439	"IncongMix"	0.488	1
305.0983	2.889	"CongMix"	0.42	1
308.0013	2.121	"CongMix"	0.453	1
310.1363	1.919	"IncongMix"	0.502	1
312.0703	2.113	"IncongMix"	0.512	1
314.1893	2.639	"CongMix"	0.337	1
316.8413	2.789	"IncongMix"	0.437	1
319.6433	2.501	"IncongMix"	0.467	1
322.1613	2.099	"CongMix"	0.381	1
324.2633	2.882	"IncongMix"	0.446	1
327.1493	2.853	"CongMix"	0.368	1
330.0173	2.324	"IncongMix"	0.372	0
332.3533	1.941	"CongMix"	0.356	1
334.3043	2.382	"CongMix"	0.381	1
336.6893	2.185	"IncongMix"	0.5	1
