"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.271	"CongMix"	0.503	1
2.2853	2.177	"CongMix"	0.609	1
4.4703	2.899	"IncongMix"	0.464	1
7.3723	2.733	"IncongMix"	0.698	1
10.1073	2.825	"CongMix"	0.723	1
12.9433	2.002	"IncongMix"	0.551	1
14.9613	1.95	"CongMix"	0.565	1
16.9133	2.738	"IncongMix"	0.653	1
19.6653	1.956	"CongMix"	0.805	1
21.6333	2.624	"CongMix"	0.573	1
24.2683	2.086	"CongMix"	0.451	1
26.3703	2.028	"CongMix"	0.643	1
28.4053	2.379	"CongMix"	0.544	1
30.7903	2.257	"CongMix"	0.639	1
33.0583	2.707	"CongMix"	0.539	1
35.7773	2.388	"CongMix"	0.436	1
38.1793	2.297	"IncongMix"	0.762	1
40.4813	2.393	"CongMix"	0.708	1
42.8833	2.44	"CongMix"	0.522	1
45.3343	2.007	"IncongMix"	0.455	1
47.3533	2.613	"CongMix"	0.395	1
49.9713	2.09	"IncongMix"	0.705	1
52.0733	2.515	"IncongMix"	0.531	1
54.5913	2.608	"CongMix"	0.573	1
57.2103	1.217	"IncongMix"	0	0
59.3283	2.016	"IncongMix"	0.748	1
61.3473	2.683	"CongMix"	0.665	1
64.0323	2.25	"IncongMix"	0.732	1
66.2843	2.358	"IncongMix"	0.64	1
68.6523	2.878	"CongMix"	0.543	1
71.5383	2.872	"IncongMix"	0.737	1
74.4233	2.217	"CongMix"	0.516	1
76.6583	2.248	"IncongMix"	0.497	1
78.9103	2.86	"IncongMix"	0.525	1
81.7793	2.136	"CongMix"	0.584	1
83.9313	2.738	"IncongMix"	0.536	1
86.6833	2.324	"CongMix"	0.472	1
89.0183	2.252	"IncongMix"	0.568	1
91.2863	2.72	"IncongMix"	0.852	1
94.0223	2.506	"IncongMix"	0.772	1
96.5403	2.894	"IncongMix"	0.558	1
99.4433	2.215	"IncongMix"	0.647	1
101.6613	1.919	"IncongMix"	0.701	1
103.5963	2.791	"IncongMix"	0.606	1
106.3983	2.162	"CongMix"	0.428	1
108.5663	2.562	"IncongMix"	0.644	1
111.1353	2.568	"CongMix"	0.65	1
113.7203	2.112	"IncongMix"	0.545	1
115.8383	2.438	"CongMix"	0.403	1
118.2903	2.325	"IncongMix"	0.591	1
120.6253	2.528	"CongMix"	0.776	1
123.1613	1.919	"IncongMix"	0.768	1
125.0963	2.556	"CongMix"	0.505	1
127.6643	2.185	"IncongMix"	0.617	1
129.8663	2.595	"IncongMix"	0.527	1
132.4683	2.431	"CongMix"	0.396	1
134.9033	2.85	"CongMix"	0.465	1
137.7553	2.454	"IncongMix"	0.469	1
140.2243	2.81	"CongMix"	0.408	1
143.0433	2.234	"CongMix"	0.533	1
145.2943	2.092	"CongMix"	0.474	1
147.3963	1.943	"IncongMix"	0.508	1
149.3483	2.643	"CongMix"	0.508	1
152.0003	2.06	"IncongMix"	0.792	1
154.0683	2.184	"IncongMix"	0.499	1
156.2703	2.706	"IncongMix"	0.705	1
158.9883	2.351	"IncongMix"	0.499	1
161.3573	2.9	"IncongMix"	0.498	1
164.2593	2.138	"CongMix"	0.436	1
166.4113	2.859	"CongMix"	0.524	1
169.2793	2.794	"CongMix"	0.592	1
172.0823	1.869	"CongMix"	0.581	1
184.8083	2.43	"Control1"	0.646	1
187.2433	2.413	"Control1"	0.395	1
189.6623	2.415	"Control1"	0.48	1
192.0803	2.409	"Control1"	0.374	1
194.4993	2.412	"Control1"	0.411	1
196.9173	2.425	"Control1"	0.456	1
199.3533	2.415	"Control1"	0.38	1
201.7713	2.405	"Control1"	0.37	1
204.1903	2.419	"Control1"	0.351	1
206.6253	2.414	"Control1"	0.396	1
209.0433	2.407	"Control1"	0.522	1
211.4623	2.419	"Control1"	0.551	1
213.8973	2.416	"Control1"	0.564	1
216.3163	2.423	"Control1"	0.521	1
218.7513	2.403	"Control1"	0.285	1
221.1693	2.425	"Control1"	0.307	1
223.6043	2.41	"Control1"	0.408	1
226.0233	2.403	"Control1"	0.301	1
228.4423	2.413	"Control1"	0.378	1
230.8603	2.421	"Control1"	0.32	1
233.2953	2.41	"Control1"	0.325	1
235.7143	2.42	"Control1"	0.402	1
238.1493	2.419	"Control1"	0.351	1
240.5843	2.408	"Control1"	0.523	1
243.0033	2.409	"Control1"	0.408	1
245.4213	2.424	"Control1"	0.406	1
247.8563	2.417	"Control1"	0.315	1
250.2753	2.412	"Control1"	0.344	1
