onset	duration	trial_type	response_time	accuracy
3e-04	2.85	CongMix	0.634	1
2.8663	2.71	IncongMix	0.76	1
5.5833	2.806	CongMix	0.49	1
8.3993	2.522	CongMix	0.522	1
10.9323	2.133	IncongMix	0.733	1
13.0823	2.182	IncongMix	0.615	1
15.2653	2.383	CongMix	0.6	1
17.6643	2.747	IncongMix	0.481	1
20.4143	2.895	IncongMix	0.595	1
23.3143	2.207	CongMix	0.591	1
25.5303	2.784	IncongMix	0.534	1
28.3303	2.36	IncongMix	0.71	1
30.6963	2.217	CongMix	0.584	1
32.9293	2.892	IncongMix	0.575	1
35.8293	2.001	IncongMix	0.651	1
37.8453	2.648	CongMix	0.731	1
40.4953	1.929	IncongMix	0.729	1
42.4283	1.92	IncongMix	0.42	1
44.3613	2.447	CongMix	0.447	1
46.8113	2.895	CongMix	0.612	1
49.7103	1.4	IncongMix	0	0
52.0103	2.819	CongMix	0.453	1
54.8433	2.255	IncongMix	0.572	1
57.1093	2.555	IncongMix	0.738	1
59.6763	2.562	CongMix	0.579	1
62.2423	2.24	IncongMix	0.557	0
64.4923	2.865	IncongMix	0.715	1
67.3583	2.617	CongMix	0.584	1
69.9913	2.747	IncongMix	0.663	1
72.7413	2.387	CongMix	0.521	1
75.1403	2.562	CongMix	0.578	1
77.7073	2.233	CongMix	0.467	1
79.9563	2.116	IncongMix	0.65	1
82.0893	2.388	CongMix	0.605	1
84.4893	2.074	CongMix	0.541	1
86.5723	2.185	CongMix	0.385	1
88.7723	1.951	CongMix	0.601	1
90.7383	2.104	IncongMix	0.587	1
92.8553	2.117	CongMix	0.75	1
94.9883	2.68	CongMix	0.513	1
97.6713	2.596	IncongMix	0.43	1
100.2703	2.858	CongMix	0.575	1
103.1373	2.618	CongMix	0.468	1
105.7703	2.056	IncongMix	0.539	1
107.8363	2.331	CongMix	0.448	1
110.1693	2.862	IncongMix	0.579	1
113.0353	2.368	IncongMix	0.385	1
115.4183	1.94	CongMix	0.49	1
117.3683	2.709	IncongMix	0.46	1
120.0843	2.255	IncongMix	0.488	1
122.3513	2.74	IncongMix	0.541	1
125.1003	2.159	CongMix	0.392	1
127.2673	2.504	IncongMix	0.704	1
129.7833	2.514	IncongMix	0.548	1
132.2993	2.616	CongMix	0.4	1
134.9323	1.93	IncongMix	0.647	1
136.8653	2.445	CongMix	0.562	1
139.3153	2.249	CongMix	0.432	1
141.5653	2.033	CongMix	0.366	1
143.6153	2.196	IncongMix	0.58	1
145.8143	2.016	IncongMix	0.517	1
147.8473	2.885	IncongMix	0.419	1
150.7473	2.103	CongMix	0.487	1
152.8633	2.31	IncongMix	0.643	1
155.1803	2.447	IncongMix	0.782	0
157.6293	2.455	CongMix	0.605	1
160.0963	2.132	CongMix	0.466	1
162.2453	2.283	CongMix	0.517	1
164.5453	2.819	CongMix	0.353	1
167.3783	2.696	CongMix	0.663	1
170.0783	2.011	IncongMix	0.611	1
172.0943	2.081	IncongMix	0.795	1
184.8423	2.41	Congruent1	0.543	1
187.2593	2.421	Congruent1	0.438	1
189.6923	2.414	Congruent1	0.364	1
192.1083	2.409	Congruent1	0.492	1
194.5253	2.425	Congruent1	0.475	1
196.9583	2.409	Congruent1	0.426	1
199.3743	2.411	Congruent1	0.378	1
