onset	duration	trial_type	response_time	accuracy
3e-04	2.209	CongMix	0.524	1
2.2193	2.158	CongMix	0.44	1
4.3873	2.385	CongMix	0.4	1
6.7893	2.511	IncongMix	0.51	1
9.3073	2.57	IncongMix	0.568	1
11.8933	2.363	CongMix	0.478	1
14.2613	2.272	IncongMix	0.454	1
16.5463	2.596	CongMix	0.361	1
19.1483	2.546	CongMix	0.495	0
21.7003	2.354	IncongMix	0.686	1
24.0693	2.121	IncongMix	0.653	1
26.2043	2.007	IncongMix	0.806	1
28.2223	2.504	IncongMix	0.62	1
30.7403	2.251	IncongMix	0.55	1
32.9923	2.068	IncongMix	0.634	1
35.0773	2.828	CongMix	0.509	1
37.9133	2.438	CongMix	0.537	1
40.3643	2.899	IncongMix	0.597	1
43.2673	2.715	IncongMix	0.63	1
45.9853	1.92	IncongMix	0.536	1
47.9203	2.648	CongMix	0.513	1
50.5723	2.008	CongMix	0.541	1
52.5903	2.367	IncongMix	0.515	1
54.9593	2.569	CongMix	0.618	1
57.5443	2.855	CongMix	0.537	1
60.4133	2.852	IncongMix	0.483	1
63.2823	2.325	CongMix	0.59	1
65.6173	2.878	IncongMix	0.543	1
68.5023	2.32	IncongMix	0.602	1
70.8383	2.589	IncongMix	0.77	1
73.4403	2.434	CongMix	0.632	1
75.8753	2.125	CongMix	0.557	1
78.0103	2.895	CongMix	0.493	1
80.9123	2.625	CongMix	0.407	1
83.5473	2.728	IncongMix	0.476	1
86.2833	2.152	CongMix	0.684	1
88.4513	2.168	CongMix	0.5	1
90.6363	2.177	IncongMix	0.459	1
92.8213	2.279	CongMix	0.578	1
95.1063	2.713	CongMix	0.661	1
97.8253	2.55	CongMix	0.549	1
100.3933	2.796	IncongMix	0.477	1
103.1963	2.44	CongMix	0.522	1
105.6473	2.629	CongMix	0.527	1
108.2833	2.305	IncongMix	0.587	1
110.6013	1.931	IncongMix	0.597	1
112.5363	2.742	IncongMix	0.59	1
115.2883	2.196	IncongMix	0.478	1
117.4903	2.435	IncongMix	0.667	1
119.9423	2.221	CongMix	0.503	1
122.1773	2.394	CongMix	0.476	1
124.5783	2.812	CongMix	0.427	1
127.3973	2.247	CongMix	0.512	1
129.6493	2.886	IncongMix	0.484	1
132.5513	2.268	CongMix	0.534	1
134.8363	1.986	IncongMix	0.568	1
136.8383	2.022	IncongMix	0.47	0
138.8733	2.792	CongMix	0.507	1
141.6753	2.706	IncongMix	0.537	1
144.3943	2.194	IncongMix	0.61	1
146.5953	1.973	CongMix	0.489	1
148.5803	2.885	IncongMix	0.584	1
151.4823	1.95	CongMix	0.482	1
153.4343	2.744	IncongMix	0.609	1
156.1863	2.083	CongMix	0.649	1
158.2873	2.114	IncongMix	0.596	1
160.4063	2.093	CongMix	0.709	1
162.5073	2.689	CongMix	0.504	1
165.2093	2.089	IncongMix	0.554	1
167.3113	2.243	IncongMix	0.508	1
169.5633	1.919	IncongMix	0.584	1
171.4983	2.368	CongMix	0.433	1
184.8743	2.427	Neutral1	0.608	1
187.3103	2.414	Neutral1	0.596	1
189.7283	2.41	Neutral1	0.458	1
192.1473	2.415	Neutral1	0.43	1
194.5653	2.41	Neutral1	0.508	1
196.9843	2.421	Neutral1	0.569	1
199.4193	2.413	Neutral1	0.478	1
201.8373	2.424	Neutral1	0.556	1
204.2723	2.402	Neutral1	0.417	1
206.6913	2.427	Neutral1	0.526	1
209.1263	2.411	Neutral1	0.459	1
211.5453	2.406	Neutral1	0.455	1
213.9633	2.426	Neutral1	0.525	1
216.3983	2.419	Neutral1	0.45	1
218.8343	2.401	Neutral1	0.566	1
221.2523	2.419	Neutral1	0.468	1
223.6873	2.416	Neutral1	0.481	1
226.1063	2.413	Neutral1	0.478	1
228.5243	2.423	Neutral1	0.572	1
230.9593	2.404	Neutral1	0.536	1
233.3783	2.413	Neutral1	0.445	1
235.7963	2.42	Neutral1	0.451	1
238.2323	2.426	Neutral1	0.391	1
240.6673	2.413	Neutral1	0.428	1
243.0853	2.41	Neutral1	0.442	1
245.5043	2.407	Neutral1	0.423	1
247.9223	2.424	Neutral1	0.405	1
