onset	duration	trial_type	response_time	accuracy
3e-04	1.995	IncongMix	0.545	1
2.0003	2.713	IncongMix	0.497	1
4.7163	2.714	IncongMix	0.581	1
7.4323	2.319	CongMix	0.385	1
9.7663	2.684	CongMix	0.451	1
12.4653	1.966	CongMix	0.416	1
14.4323	1.991	IncongMix	0.425	0
16.4313	2.131	CongMix	0.498	1
18.5643	2.702	CongMix	0.452	1
21.2813	2.501	IncongMix	0.551	1
23.7973	1.92	IncongMix	0.587	1
25.7303	2.244	IncongMix	0.494	1
27.9803	2.809	CongMix	0.476	1
30.7963	2.087	CongMix	0.604	1
32.8963	2.597	IncongMix	0.464	1
35.4953	2.618	CongMix	0.385	1
38.1283	2.362	IncongMix	0.479	1
40.4953	2.435	CongMix	0.352	1
42.9443	2.021	IncongMix	0.655	1
44.9773	2.279	CongMix	0.446	1
47.2603	2.32	IncongMix	0.571	1
49.5933	2.376	CongMix	0.31	1
51.9763	2.122	IncongMix	0.423	1
54.1093	2.616	CongMix	0.466	1
56.7263	2.392	CongMix	0.393	1
59.1253	2.741	IncongMix	0.425	1
61.8753	2.554	CongMix	0.555	1
64.4413	2.82	CongMix	0.421	1
67.2743	2.575	IncongMix	0.492	1
69.8573	2.212	CongMix	0.445	1
72.0743	2.734	IncongMix	0.484	1
74.8233	2.207	CongMix	0.607	1
77.0403	2.538	CongMix	0.405	1
79.5893	2.091	IncongMix	0.608	1
81.6893	1.925	IncongMix	0.492	1
83.6223	2.856	IncongMix	0.407	1
86.4883	2.141	CongMix	0.341	1
88.6383	2.797	IncongMix	0.447	1
91.4383	2.447	IncongMix	0.431	1
93.8873	2.06	IncongMix	0.51	1
95.9543	2.86	CongMix	0.41	1
98.8203	2.897	IncongMix	0.432	1
101.7193	2.158	CongMix	0.325	1
103.8863	2.495	IncongMix	0.462	1
106.3853	2.62	CongMix	0.387	1
109.0183	2.89	IncongMix	0.49	1
111.9183	2.791	CongMix	0.374	1
114.7183	1.94	IncongMix	0.341	1
116.6673	2.266	IncongMix	0.4	1
118.9503	2.45	CongMix	0.333	1
121.4173	2.435	CongMix	0.402	1
123.8663	2.22	IncongMix	0.321	0
