onset	duration	trial_type	response_time	accuracy
3e-04	2.414	Control1	0.398	1
2.4163	2.415	Control1	0.382	1
4.8333	2.407	Control1	0.357	1
7.2493	2.414	Control1	0.365	1
9.6653	2.425	Control1	0.309	1
12.0983	2.4	Control1	0.3	1
14.5153	2.426	Control1	0.243	1
16.9483	2.42	Control1	0.337	1
19.3813	2.408	Control1	0.392	1
21.7973	2.42	Control1	0.304	1
24.2303	2.402	Control1	0.303	1
26.6463	2.428	Control1	0.295	1
29.0793	2.408	Control1	0.358	1
31.4963	2.414	Control1	0.381	1
33.9123	2.413	Control1	0.38	1
36.3283	2.421	Control1	0.388	1
38.7613	2.415	Control1	0.299	1
41.1943	2.415	Control1	0.282	1
43.6113	2.416	Control1	0.233	1
46.0443	2.412	Control1	0.296	1
48.4603	2.411	Control1	0.328	1
50.8763	2.419	Control1	0.32	1
53.3093	2.418	Control1	0.302	1
55.7423	2.409	Control1	0.309	1
58.1593	2.422	Control1	0.372	1
60.5923	2.413	Control1	0.363	1
63.0083	2.419	Control1	0.419	1
65.4413	2.413	Control1	0.33	1
67.8573	2.419	Control1	0.386	1
70.2903	2.417	Control1	0.384	1
72.7233	2.408	Control1	0.391	1
75.1403	2.424	Control1	0.374	1
77.5733	2.401	Control1	0.485	1
79.9893	2.414	Control1	0.365	1
82.4053	2.424	Control1	0.341	1
84.8383	2.407	Control1	0.324	1
87.2553	2.428	Control1	0.395	1
89.6883	2.413	Control1	0.313	1
92.1043	2.404	Control1	0.321	1
94.5203	2.415	Control1	0.265	1
96.9373	2.42	Control1	0.32	1
99.3703	2.418	Control1	0.351	1
101.8033	2.409	Control1	0.326	1
104.2193	2.42	Control1	0.27	1
106.6523	2.414	Control1	0.348	1
109.0683	2.423	Control1	0.324	1
111.5013	2.414	Control1	0.347	1
113.9183	2.405	Control1	0.322	1
116.3343	2.428	Control1	0.362	1
118.7673	2.4	Control1	0.401	1
121.1833	2.419	Control1	0.353	1
123.6163	2.419	Control1	0.32	1
126.0493	2.423	Control1	0.374	1
128.4823	2.4	Control1	0.333	1
130.8993	2.421	Control1	0.388	1
133.3323	2.414	Control1	0.331	1
135.7483	2.421	Control1	0.371	1
138.1813	2.42	Control1	0.354	1
140.6143	2.403	Control1	0.337	1
143.0303	2.427	Control1	0.344	1
145.4633	2.407	Control1	0.407	1
147.8803	2.409	Control1	0.326	1
150.2963	2.424	Control1	0.374	1
152.7293	2.416	Control1	0.333	1
155.1623	2.405	Control1	0.356	1
157.5783	2.422	Control1	0.356	1
160.0113	2.414	Control1	0.347	1
162.4283	2.411	Control1	0.345	1
164.8443	2.419	Control1	0.369	1
167.2773	2.42	Control1	0.304	1
169.7103	2.403	Control1	0.287	1
172.1263	1.755	Control1	0.239	1
185.1243	2.529	CongMix	0.696	1
187.6573	2.235	IncongMix	0.435	1
189.9073	2.71	IncongMix	0.577	1
192.6233	1.935	IncongMix	0.469	1
194.5733	2.117	IncongMix	0.567	1
196.7063	2.011	IncongMix	0.577	1
198.7233	2.737	IncongMix	0.504	1
201.4723	2.385	CongMix	0.419	1
203.8723	2.288	CongMix	0.371	1
206.1723	2.439	CongMix	0.423	1
208.6213	2.705	CongMix	0.438	1
211.3383	1.935	CongMix	0.369	1
213.2873	2.574	IncongMix	0.508	1
215.8703	2.444	CongMix	0.444	1
218.3203	2.889	IncongMix	0.522	1
221.2203	2.2	IncongMix	0.55	1
223.4363	2.869	CongMix	0.486	1
226.3193	2.106	IncongMix	0.523	1
228.4353	2.629	CongMix	0.479	1
231.0683	2.516	IncongMix	0.55	1
233.6013	1.985	IncongMix	0.552	1
235.6013	2.109	IncongMix	0.576	1
237.7173	2.801	CongMix	0.468	1
240.5343	2.192	IncongMix	0.459	1
242.7333	2.379	CongMix	0.396	1
245.1163	2.018	CongMix	0.485	1
247.1493	2.219	CongMix	0.42	1
249.3823	2.121	CongMix	0.555	1
251.5153	2.267	IncongMix	0.501	1
253.7983	1.953	CongMix	0.37	1
255.7653	2.296	IncongMix	0.547	1
258.0643	2.817	CongMix	0.384	1
260.8973	2.891	IncongMix	0.591	1
263.7973	2.877	IncongMix	0.611	1
266.6803	2.349	IncongMix	0.416	1
269.0303	2.21	CongMix	0.41	1
271.2463	2.548	CongMix	0.449	1
273.8123	2.626	CongMix	0.443	1
276.4453	2.174	CongMix	0.458	1
278.6283	2.876	IncongMix	0.443	1
281.5113	2.579	IncongMix	0.496	1
284.0943	2.855	CongMix	0.489	1
286.9603	2.079	CongMix	0.479	1
289.0443	2.258	CongMix	0.458	1
291.3103	2.734	IncongMix	0.584	1
294.0603	2.149	CongMix	0.466	1
296.2263	2.806	CongMix	0.556	1
299.0423	2.629	CongMix	0.396	1
301.6753	2.887	CongMix	0.587	1
304.5753	2.074	IncongMix	0.591	1
306.6583	2.508	IncongMix	0.675	1
309.1743	2.14	CongMix	0.407	1
311.3243	1.997	IncongMix	0.497	1
313.3243	2.45	CongMix	0.433	1
315.7903	1.934	IncongMix	0.567	1
317.7403	2.783	IncongMix	0.417	1
320.5393	2.625	CongMix	0.442	1
323.1723	2.247	IncongMix	0.497	1
325.4223	2.306	CongMix	0.406	1
327.7383	2.18	IncongMix	0.53	1
329.9213	2.691	CongMix	0.491	1
332.6213	2.384	CongMix	0.367	1
335.0213	1.922	IncongMix	0.455	1
336.9543	2.893	IncongMix	0.41	1
339.8533	2.082	CongMix	0.383	1
341.9363	2.326	IncongMix	0.627	1
344.2693	2.746	IncongMix	0.63	1
347.0193	2.739	IncongMix	0.456	1
349.7693	2.234	CongMix	0.434	1
352.0183	2.559	CongMix	0.625	1
354.5853	2.368	IncongMix	0.434	1
356.9683	1.943	IncongMix	0.395	1
369.9493	2.407	Neutral1	0.741	1
372.3653	2.414	Neutral1	0.397	1
374.7823	2.412	Neutral1	0.396	1
377.1983	2.418	Neutral1	0.452	1
379.6313	2.418	Neutral1	0.418	1
382.0643	2.41	Neutral1	0.377	1
384.4803	2.428	Neutral1	0.329	1
386.9133	2.404	Neutral1	0.304	1
389.3303	2.419	Neutral1	0.319	1
391.7633	2.42	Neutral1	0.47	1
394.1963	2.415	Neutral1	0.549	1
396.6123	2.414	Neutral1	0.348	1
399.0283	2.411	Neutral1	0.428	1
401.4453	2.419	Neutral1	0.419	1
403.8783	2.419	Neutral1	0.386	1
406.3113	2.415	Neutral1	0.449	1
408.7273	2.41	Neutral1	0.361	1
411.1433	2.423	Neutral1	0.457	1
413.5763	2.409	Neutral1	0.392	1
415.9933	2.417	Neutral1	0.35	1
418.4263	2.407	Neutral1	0.557	1
420.8423	2.426	Neutral1	0.493	1
423.2753	2.41	Neutral1	0.444	1
425.6913	2.411	Neutral1	0.444	1
428.1083	2.414	Neutral1	0.363	1
430.5253	2.416	Neutral1	0.45	1
432.9573	2.419	Neutral1	0.553	1
435.3903	2.418	Neutral1	0.552	1
437.8233	2.406	Neutral1	0.407	1
440.2393	2.425	Neutral1	0.359	1
442.6723	2.413	Neutral1	0.446	1
445.0893	2.405	Neutral1	0.405	1
447.5053	2.414	Neutral1	0.365	1
449.9213	2.428	Neutral1	0.429	1
452.3543	2.415	Neutral1	0.515	1
454.7713	2.402	Neutral1	0.386	1
457.1873	2.427	Neutral1	0.394	1
459.6203	2.406	Neutral1	0.473	1
462.0363	2.42	Neutral1	0.537	1
464.4693	2.41	Neutral1	0.36	1
466.8863	2.417	Neutral1	0.367	1
469.3193	2.416	Neutral1	0.349	1
471.7523	2.417	Neutral1	0.3	1
474.1853	2.405	Neutral1	0.355	1
476.6013	2.414	Neutral1	0.315	1
479.0173	2.422	Neutral1	0.523	1
481.4503	2.418	Neutral1	0.402	1
483.8833	2.419	Neutral1	0.553	1
486.3163	2.41	Neutral1	0.36	1
488.7333	2.413	Neutral1	0.63	1
491.1493	2.42	Neutral1	0.47	1
493.5823	2.415	Neutral1	0.549	1
496.0153	2.42	Neutral1	0.404	1
498.4483	2.404	Neutral1	0.355	1
500.8643	2.419	Neutral1	0.403	1
503.2973	2.418	Neutral1	0.402	1
505.7303	2.415	Neutral1	0.432	1
508.1473	2.407	Neutral1	0.391	1
510.5633	2.419	Neutral1	0.503	1
512.9963	2.407	Neutral1	0.374	1
515.4123	2.419	Neutral1	0.486	1
517.8453	2.418	Neutral1	0.469	1
520.2783	2.423	Neutral1	0.524	1
522.7113	2.404	Neutral1	0.387	1
525.1283	2.422	Neutral1	0.489	1
527.5613	2.408	Neutral1	0.408	1
529.9773	2.411	Neutral1	0.328	1
532.3933	2.417	Neutral1	0.368	1
534.8263	2.425	Neutral1	0.559	1
537.2593	2.406	Neutral1	0.406	1
539.6763	2.412	Neutral1	0.429	1
542.0923	1.953	Neutral1	0.436	1
555.0743	2.087	IncongMix	0.454	1
557.1733	2.878	IncongMix	0.579	1
560.0563	2.798	CongMix	0.415	1
562.8563	2.425	CongMix	0.375	1
565.2893	2.191	IncongMix	0.374	1
567.4893	2.267	CongMix	0.55	1
569.7723	2.861	IncongMix	0.411	1
572.6383	2.242	IncongMix	0.409	1
574.8883	2.712	IncongMix	0.479	1
577.6043	2.692	CongMix	0.475	1
580.3043	1.922	IncongMix	0.638	1
582.2373	2.013	IncongMix	0.497	1
