onset	duration	trial_type	response_time	accuracy
3e-04	2.258	IncongMix	0.573	1
2.2683	2.319	IncongMix	0.601	1
4.6033	2.223	CongMix	0.322	1
6.8383	2.061	IncongMix	0.559	1
8.9073	2.464	CongMix	0.362	1
11.3753	2.545	CongMix	0.31	1
13.9273	2.193	IncongMix	0.558	1
16.1293	2.635	CongMix	0.5	1
18.7813	2.554	CongMix	0.52	1
21.3493	2.025	CongMix	0.424	1
23.3843	2.314	CongMix	0.412	1
25.7033	2.495	IncongMix	0.493	1
28.2053	2.142	CongMix	0.391	1
30.3563	1.923	IncongMix	0.856	1
32.2913	2.817	CongMix	0.465	1
35.1103	2.892	CongMix	0.59	1
38.0123	2.836	CongMix	0.368	1
40.8643	2.127	CongMix	0.476	1
42.9993	2.363	IncongMix	0.645	1
45.3683	2.001	IncongMix	0.5	1
47.3863	2.378	CongMix	0.393	1
49.7713	2.162	CongMix	0.344	1
51.9403	2.385	CongMix	0.351	1
54.3413	2.872	IncongMix	0.47	1
57.2273	2.588	IncongMix	0.52	1
59.8293	2.702	IncongMix	0.55	1
62.5483	1.921	IncongMix	0.503	1
64.4833	1.937	IncongMix	0.536	1
66.4343	1.95	CongMix	0.465	1
68.3863	2.546	CongMix	0.561	1
70.9383	2.181	IncongMix	0.496	1
73.1233	2.206	IncongMix	0.655	1
75.3413	2.818	CongMix	0.517	1
78.1763	2.076	CongMix	0.442	1
80.2613	2.458	IncongMix	0.557	1
82.7303	2.194	CongMix	0.392	1
84.9323	2.092	IncongMix	0.374	0
87.0333	2.242	IncongMix	0.657	1
89.2853	2.802	IncongMix	0.533	1
92.1043	1.997	IncongMix	0.546	1
94.1053	2.719	IncongMix	0.784	1
96.8413	2.693	CongMix	0.408	1
99.5433	2.246	IncongMix	0.578	1
101.7953	2.508	IncongMix	0.59	1
104.3133	2.895	IncongMix	0.576	1
107.2163	2.256	CongMix	0.521	1
109.4843	2.357	IncongMix	0.589	1
111.8523	2.731	IncongMix	0.613	1
114.5883	2.8	CongMix	0.381	1
117.3903	2.57	IncongMix	0.602	1
119.9753	2.636	CongMix	0.401	1
122.6273	2.731	IncongMix	0.613	1
125.3633	2.852	CongMix	0.517	1
128.2323	2.875	IncongMix	0.64	1
131.1173	2.114	IncongMix	0.579	1
133.2363	2.71	CongMix	0.492	1
135.9543	2.291	CongMix	0.606	1
138.2563	2.605	CongMix	0.52	1
