"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.868	"IncongMix"	0.652	1
2.8833	2.747	"IncongMix"	0.681	1
5.6333	2.856	"IncongMix"	0.523	1
8.4993	2.269	"IncongMix"	0.769	1
10.7823	2.082	"CongMix"	0.55	1
12.8653	2.509	"IncongMix"	0.659	1
15.3823	1.986	"IncongMix"	0.637	1
17.3813	2.008	"IncongMix"	0.558	1
19.3983	2.116	"IncongMix"	0.549	1
21.5313	2.298	"IncongMix"	0.664	1
23.8313	2.859	"CongMix"	0.476	1
26.6973	2.531	"CongMix"	0.514	1
29.2303	2.15	"CongMix"	0.517	1
31.3963	2.203	"CongMix"	0.503	1
33.6133	1.922	"IncongMix"	0.622	1
35.5463	2.517	"IncongMix"	0.6	1
38.0793	2.709	"IncongMix"	0.643	1
40.7953	2.26	"CongMix"	0.511	1
43.0613	1.945	"CongMix"	0.445	1
45.0113	2.614	"CongMix"	0.615	1
47.6273	2.584	"IncongMix"	0.551	1
50.2273	2.236	"CongMix"	0.503	1
52.4773	2.694	"CongMix"	0.445	1
55.1763	2.208	"IncongMix"	0.625	1
57.3933	2.743	"IncongMix"	0.76	1
60.1423	2.01	"CongMix"	0.443	1
62.1593	2.398	"CongMix"	0.482	1
64.5753	1.92	"IncongMix"	0.754	1
66.5083	2.458	"CongMix"	0.541	1
68.9753	2.805	"CongMix"	0.522	1
71.7913	2.077	"IncongMix"	0.61	1
73.8743	1.935	"IncongMix"	0.535	1
75.8243	2.898	"CongMix"	0.632	1
78.7403	2.237	"IncongMix"	0.62	1
80.9903	2.623	"CongMix"	0.506	1
83.6233	2.331	"IncongMix"	0.681	1
85.9563	2.613	"CongMix"	0.58	1
88.5723	2.181	"IncongMix"	0.548	1
90.7553	2.456	"IncongMix"	0.557	1
93.2213	2.69	"IncongMix"	0.507	1
95.9213	2.019	"IncongMix"	0.486	1
97.9543	2.549	"CongMix"	0.533	1
100.5203	2.17	"CongMix"	0.487	1
102.7033	1.956	"CongMix"	0.456	1
104.6703	2.37	"IncongMix"	0.537	1
107.0533	2.316	"CongMix"	0.466	1
109.3863	2.116	"IncongMix"	0.549	1
111.5193	2.75	"IncongMix"	0.584	1
114.2853	2.562	"IncongMix"	0.562	1
116.8523	2.385	"CongMix"	0.402	1
119.2513	2.86	"CongMix"	0.411	1
122.1173	2.09	"CongMix"	0.457	1
124.2173	2.446	"CongMix"	0.429	1
126.6673	2.145	"CongMix"	0.395	1
128.8173	2.637	"CongMix"	0.421	1
131.4663	2.894	"IncongMix"	0.428	1
134.3663	2.176	"IncongMix"	0.576	1
136.5493	2.71	"CongMix"	0.544	1
139.2653	2.56	"CongMix"	0.476	1
141.8323	2.352	"IncongMix"	0.485	1
144.1983	2.794	"IncongMix"	0.511	1
146.9973	2.901	"IncongMix"	0.584	1
149.9143	2.099	"IncongMix"	0.499	1
152.0303	2.127	"CongMix"	0.511	1
154.1633	2.801	"CongMix"	0.434	1
156.9803	2.223	"CongMix"	0.656	1
159.2133	2.883	"IncongMix"	0.567	1
162.1123	2.376	"CongMix"	0.46	1
164.4953	2.251	"IncongMix"	0.501	1
166.7623	2.284	"CongMix"	0.418	1
169.0613	2.438	"CongMix"	0.455	1
171.5113	2.352	"CongMix"	0.453	1
184.8593	2.403	"Neutral1"	0.52	1
187.2753	2.428	"Neutral1"	0.512	1
189.7083	2.4	"Neutral1"	0.567	1
192.1253	2.428	"Neutral1"	0.478	1
194.5583	2.418	"Neutral1"	0.485	1
196.9913	2.402	"Neutral1"	0.436	1
199.4073	2.413	"Neutral1"	0.563	1
201.8243	2.427	"Neutral1"	0.394	1
204.2573	2.404	"Neutral1"	0.521	1
206.6733	2.426	"Neutral1"	0.393	1
209.1063	2.417	"Neutral1"	0.384	1
211.5393	2.414	"Neutral1"	0.415	1
213.9553	2.407	"Neutral1"	0.407	1
216.3723	2.412	"Neutral1"	0.462	1
218.7883	2.423	"Neutral1"	0.573	1
221.2213	2.419	"Neutral1"	0.436	1
223.6543	2.41	"Neutral1"	0.611	1
226.0703	2.408	"Neutral1"	0.475	1
228.4873	2.425	"Neutral1"	0.458	1
230.9203	2.409	"Neutral1"	0.393	1
233.3363	2.425	"Neutral1"	0.425	1
235.7693	2.405	"Neutral1"	0.456	1
238.1853	2.424	"Neutral1"	0.591	1
240.6183	2.403	"Neutral1"	0.47	1
243.0353	2.422	"Neutral1"	0.405	1
245.4683	2.421	"Neutral1"	0.388	1
247.9013	2.409	"Neutral1"	0.459	1
250.3173	2.41	"Neutral1"	0.411	1
252.7333	2.417	"Neutral1"	0.651	1
255.1663	2.422	"Neutral1"	0.506	1
257.5993	2.418	"Neutral1"	0.569	1
260.0323	2.412	"Neutral1"	0.479	1
262.4493	2.421	"Neutral1"	0.438	1
264.8823	2.402	"Neutral1"	0.469	1
267.2983	2.415	"Neutral1"	0.581	1
269.7153	2.428	"Neutral1"	0.428	1
272.1483	2.402	"Neutral1"	0.419	1
274.5643	2.427	"Neutral1"	0.427	1
276.9973	2.408	"Neutral1"	0.458	1
279.4133	2.419	"Neutral1"	0.769	1
281.8463	2.418	"Neutral1"	0.552	1
284.2793	2.414	"Neutral1"	0.447	1
286.6963	2.418	"Neutral1"	0.518	1
289.1293	2.41	"Neutral1"	0.477	1
291.5453	2.417	"Neutral1"	0.501	1
293.9783	2.418	"Neutral1"	0.452	1
296.4113	2.403	"Neutral1"	0.587	1
298.8273	2.424	"Neutral1"	0.458	1
301.2603	2.418	"Neutral1"	0.569	1
303.6933	2.411	"Neutral1"	0.528	1
306.1103	2.409	"Neutral1"	0.559	1
308.5263	2.428	"Neutral1"	0.495	1
310.9593	2.405	"Neutral1"	0.422	1
313.3753	2.421	"Neutral1"	0.438	1
315.8083	2.409	"Neutral1"	0.509	1
318.2253	2.417	"Neutral1"	0.484	1
320.6583	2.418	"Neutral1"	0.418	1
323.0913	2.424	"Neutral1"	0.457	1
325.5243	2.414	"Neutral1"	0.664	1
327.9403	2.405	"Neutral1"	0.456	1
330.3563	2.421	"Neutral1"	0.672	1
332.7893	2.415	"Neutral1"	0.615	1
335.2063	2.409	"Neutral1"	0.526	1
337.6223	2.428	"Neutral1"	0.478	1
340.0553	2.411	"Neutral1"	0.444	1
342.4723	2.414	"Neutral1"	0.547	1
344.8883	2.414	"Neutral1"	0.515	1
347.3043	2.415	"Neutral1"	0.499	1
349.7373	2.414	"Neutral1"	0.514	1
352.1543	2.408	"Neutral1"	0.425	1
354.5703	2.429	"Neutral1"	0.513	1
357.0033	1.948	"Neutral1"	0.432	1
369.9513	2.124	"CongMix"	0.491	1
372.0843	2.063	"IncongMix"	0.63	1
374.1513	2.236	"CongMix"	0.387	1
376.4003	2.507	"IncongMix"	0.474	1
378.9173	2.746	"IncongMix"	0.413	1
381.6663	2.788	"IncongMix"	0.455	1
384.4663	2.246	"IncongMix"	0.679	1
386.7163	2.386	"CongMix"	0.453	1
389.1153	2.381	"CongMix"	0.398	1
391.4983	2.187	"CongMix"	0.471	1
393.6983	1.932	"IncongMix"	0.399	0
395.6313	2.824	"CongMix"	0.458	1
398.4643	2.079	"IncongMix"	0.513	1
400.5473	2.759	"IncongMix"	0.493	1
403.3133	2.887	"IncongMix"	0.471	1
406.2133	2.21	"CongMix"	0.411	1
408.4293	2.128	"IncongMix"	0.579	1
410.5623	2.845	"CongMix"	0.462	1
413.4123	2.82	"CongMix"	0.42	1
416.2453	2.794	"CongMix"	0.411	1
419.0453	2.363	"IncongMix"	0.563	1
421.4113	2.312	"IncongMix"	0.596	1
423.7273	2.608	"CongMix"	0.408	1
426.3443	2.126	"IncongMix"	0.543	1
428.4773	2.137	"CongMix"	0.538	1
430.6263	2.096	"CongMix"	0.613	1
432.7263	1.919	"IncongMix"	0.569	1
434.6593	2.574	"IncongMix"	0.708	1
437.2423	2.865	"IncongMix"	0.565	1
440.1093	2.441	"CongMix"	0.458	1
442.5583	2.7	"IncongMix"	0.6	1
445.2753	2.393	"CongMix"	0.443	1
447.6743	2.304	"IncongMix"	0.604	1
449.9913	2.18	"IncongMix"	0.463	1
452.1743	2.207	"IncongMix"	0.624	1
454.3903	2.312	"CongMix"	0.496	1
456.7063	2.719	"CongMix"	0.436	1
459.4393	2.24	"IncongMix"	0.607	1
461.6893	2.433	"CongMix"	0.716	1
464.1393	1.944	"CongMix"	0.578	1
466.0883	2.006	"IncongMix"	0.573	1
468.1053	2.16	"CongMix"	0.444	1
470.2713	2.752	"IncongMix"	0.518	1
473.0383	2.012	"CongMix"	0.495	1
475.0543	2.271	"CongMix"	0.455	1
477.3373	2.857	"IncongMix"	0.508	1
480.2033	1.922	"IncongMix"	0.506	1
482.1363	2.852	"CongMix"	0.452	1
485.0033	2.253	"IncongMix"	0.553	1
487.2693	2.621	"CongMix"	0.455	1
489.9023	2.001	"IncongMix"	0.518	1
491.9183	2.891	"IncongMix"	0.558	1
494.8183	2.551	"CongMix"	0.618	1
497.3843	2.453	"CongMix"	0.436	1
499.8513	2.188	"IncongMix"	0.505	1
502.0503	2.283	"CongMix"	0.417	1
504.3503	2.62	"CongMix"	0.437	1
506.9833	2.361	"IncongMix"	0.428	1
509.3493	2.887	"IncongMix"	0.454	1
512.2493	2.507	"IncongMix"	0.474	1
514.7653	2.021	"IncongMix"	0.438	1
516.7983	2.72	"IncongMix"	0.621	1
519.5313	2.555	"CongMix"	0.488	1
522.0983	2.681	"CongMix"	0.448	1
524.7973	2.876	"CongMix"	0.493	1
527.6803	2.457	"IncongMix"	0.474	1
530.1473	2.521	"CongMix"	0.471	1
532.6803	2.649	"CongMix"	0.466	1
535.3463	2.086	"CongMix"	0.536	1
537.4463	2.593	"IncongMix"	0.46	1
540.0453	2.203	"CongMix"	0.453	1
542.2623	1.502	"CongMix"	0.444	1
554.7603	2.411	"Congruent1"	0.545	1
557.1763	2.417	"Congruent1"	0.401	1
559.6093	2.416	"Congruent1"	0.4	1
562.0263	2.415	"Congruent1"	0.399	1
564.4423	2.413	"Congruent1"	0.43	1
566.8583	2.415	"Congruent1"	0.398	1
569.2753	2.404	"Congruent1"	0.421	1
571.6913	2.42	"Congruent1"	0.437	1
574.1243	2.42	"Congruent1"	0.404	1
576.5573	2.417	"Congruent1"	0.451	1
578.9903	2.418	"Congruent1"	0.402	1
581.4233	2.415	"Congruent1"	0.433	1
583.8393	2.407	"Congruent1"	0.44	1
586.2563	2.414	"Congruent1"	0.415	1
588.6723	2.422	"Congruent1"	0.439	1
591.1053	2.405	"Congruent1"	0.438	1
593.5223	2.43	"Congruent1"	0.413	1
595.9553	2.402	"Congruent1"	0.452	1
598.3713	2.412	"Congruent1"	0.396	1
600.7873	2.427	"Congruent1"	0.444	1
603.2203	2.415	"Congruent1"	0.482	1
605.6533	2.416	"Congruent1"	0.617	1
608.0863	2.407	"Congruent1"	0.44	1
610.5033	2.424	"Congruent1"	0.391	1
612.9363	2.409	"Congruent1"	0.526	1
615.3523	2.42	"Congruent1"	0.47	1
617.7853	2.412	"Congruent1"	0.413	1
620.2013	2.414	"Congruent1"	0.397	1
622.6183	2.41	"Congruent1"	0.444	1
625.0343	2.426	"Congruent1"	0.443	1
627.4673	2.41	"Congruent1"	0.394	1
629.8833	2.425	"Congruent1"	0.426	1
632.3163	2.415	"Congruent1"	0.465	1
634.7333	2.414	"Congruent1"	0.464	1
637.1493	2.403	"Congruent1"	0.52	1
639.5653	2.423	"Congruent1"	0.44	1
641.9983	2.417	"Congruent1"	0.367	1
644.4323	2.41	"Congruent1"	0.46	1
646.8483	2.41	"Congruent1"	0.46	1
649.2643	2.417	"Congruent1"	0.484	1
651.6973	2.415	"Congruent1"	0.499	1
654.1303	2.424	"Congruent1"	0.458	1
656.5633	2.413	"Congruent1"	0.513	1
658.9803	2.406	"Congruent1"	0.456	1
661.3963	2.42	"Congruent1"	0.52	1
663.8293	2.411	"Congruent1"	0.511	1
666.2453	2.414	"Congruent1"	0.63	1
668.6623	2.414	"Congruent1"	0.565	1
671.0783	2.427	"Congruent1"	0.461	1
673.5113	2.408	"Congruent1"	0.492	1
675.9273	2.417	"Congruent1"	0.468	1
678.3603	2.412	"Congruent1"	0.379	1
680.7773	2.41	"Congruent1"	0.394	1
683.1933	2.417	"Congruent1"	0.434	1
685.6263	2.425	"Congruent1"	0.392	1
688.0593	2.405	"Congruent1"	0.439	1
