onset	duration	trial_type	response_time	accuracy
3e-04	2.415	Control1	0.747	1
2.4183	2.417	Control1	0.433	1
4.8533	2.422	Control1	0.454	1
7.2893	2.413	Control1	0.378	1
9.7073	2.416	Control1	0.464	1
12.1263	2.416	Control1	0.381	1
14.5443	2.42	Control1	0.435	1
16.9803	2.41	Control1	0.375	1
19.3983	2.407	Control1	0.405	1
21.8173	2.421	Control1	0.386	1
24.2523	2.421	Control1	0.503	1
26.6873	2.403	Control1	0.435	1
29.1063	2.427	Control1	0.392	1
31.5413	2.402	Control1	0.333	1
33.9603	2.423	Control1	0.538	1
36.3953	2.409	Control1	0.391	1
38.8133	2.413	Control1	0.445	1
41.2323	2.415	Control1	0.314	1
43.6503	2.41	Control1	0.408	1
46.0693	2.425	Control1	0.357	1
48.5043	2.415	Control1	0.346	1
50.9233	2.41	Control1	0.359	1
53.3413	2.417	Control1	0.349	1
55.7603	2.407	Control1	0.306	1
58.1783	2.425	Control1	0.44	1
60.6143	2.406	Control1	0.355	1
63.0323	2.427	Control1	0.393	1
65.4673	2.415	Control1	0.43	1
67.8863	2.404	Control1	0.635	1
70.3053	2.413	Control1	0.328	1
72.7233	2.423	Control1	0.422	1
75.1583	2.413	Control1	0.411	1
77.5773	2.421	Control1	0.52	1
80.0123	2.402	Control1	0.333	1
82.4313	2.425	Control1	0.49	1
84.8663	2.404	Control1	0.303	1
87.2843	2.416	Control1	0.381	1
89.7033	2.427	Control1	0.442	1
92.1383	2.406	Control1	0.438	1
94.5573	2.415	Control1	0.347	1
96.9753	2.413	Control1	0.345	1
99.3943	2.425	Control1	0.39	1
101.8293	2.407	Control1	0.539	1
104.2483	2.422	Control1	0.304	1
106.6833	2.402	Control1	0.501	1
109.1013	2.43	Control1	0.395	1
111.5373	2.4	Control1	0.399	1
113.9553	2.426	Control1	0.357	1
116.3913	2.406	Control1	0.321	1
118.8093	2.42	Control1	0.335	1
121.2443	2.415	Control1	0.58	1
123.6633	2.412	Control1	0.361	1
126.0813	2.426	Control1	0.374	1
128.5173	2.415	Control1	0.33	1
130.9353	2.406	Control1	0.304	1
133.3543	2.419	Control1	0.317	1
135.7893	2.406	Control1	0.354	1
138.2083	2.411	Control1	0.343	1
140.6263	2.426	Control1	0.341	1
143.0613	2.413	Control1	0.378	1
145.4803	2.418	Control1	0.567	1
147.9153	2.407	Control1	0.388	1
150.3343	2.417	Control1	0.449	1
152.7523	2.417	Control1	0.415	1
155.1713	2.42	Control1	0.468	1
157.6063	2.411	Control1	0.392	1
160.0253	2.41	Control1	0.509	1
162.4433	2.412	Control1	0.443	1
164.8623	2.418	Control1	0.416	1
167.2973	2.417	Control1	0.349	1
169.7323	2.415	Control1	0.53	1
