onset	duration	trial_type	response_time	accuracy
3e-04	2.306	IncongMix	0.455	1
2.3183	2.515	IncongMix	0.497	1
4.8373	2.553	IncongMix	0.585	1
7.4063	2.628	CongMix	0.36	1
10.0413	2.143	CongMix	0.341	1
12.1933	2.185	IncongMix	0.517	1
14.3953	2.319	CongMix	0.467	1
16.7303	2.797	CongMix	0.428	1
19.5323	2.553	CongMix	0.418	1
22.1013	2.281	CongMix	0.513	1
24.3863	2.381	CongMix	0.396	1
26.7713	2.161	CongMix	0.443	1
28.9393	2.209	IncongMix	0.491	1
31.1583	2.131	CongMix	0.496	1
33.2933	2.576	IncongMix	0.441	1
35.8783	2.883	CongMix	0.631	0
38.7643	1.971	CongMix	0.537	1
40.7483	2.694	CongMix	0.609	1
43.4513	2.334	IncongMix	0.666	1
45.8023	2.452	CongMix	0.667	1
48.2713	2.719	IncongMix	0.518	1
51.0063	2.505	IncongMix	0.487	1
53.5253	2.44	IncongMix	0.488	1
55.9773	2.009	IncongMix	0.508	1
57.9953	2.399	CongMix	0.514	1
60.3973	2.883	IncongMix	0.464	1
63.2833	2.609	CongMix	0.458	1
65.9013	2.257	IncongMix	0.472	1
68.1703	2.009	IncongMix	0.491	1
70.1883	2.866	IncongMix	0.464	1
73.0573	2.169	IncongMix	0.451	1
75.2423	2.357	IncongMix	0.522	1
77.6113	2.027	CongMix	0.409	1
79.6463	2.852	CongMix	0.334	1
82.5143	2.806	IncongMix	0.538	1
85.3333	2.636	CongMix	0.335	1
87.9853	2.162	CongMix	0.611	1
90.1543	2.375	IncongMix	0.49	1
92.5393	2.084	IncongMix	0.449	1
94.6243	2.252	IncongMix	0.484	1
96.8923	2.614	CongMix	0.496	1
99.5113	2.682	CongMix	0.397	1
102.1963	2.896	IncongMix	0.511	1
105.0993	2.526	CongMix	0.408	1
107.6343	2.874	IncongMix	0.505	1
110.5203	1.916	IncongMix	0.515	1
112.4383	2.855	CongMix	0.453	1
115.3073	2.816	CongMix	0.48	1
118.1263	2.39	CongMix	0.389	1
120.5273	2.555	CongMix	0.42	1
123.0963	2.206	CongMix	0.387	1
125.3153	2.11	IncongMix	0.392	1
127.4333	2.736	IncongMix	0.434	1
130.1853	2.894	IncongMix	0.426	1
133.0873	2.068	IncongMix	0.467	1
135.1723	2.749	IncongMix	0.398	1
137.9243	1.93	IncongMix	0.446	1
139.8593	2.1	CongMix	0.399	1
141.9613	2.445	CongMix	0.377	1
144.4133	2.207	CongMix	0.573	1
146.6313	2.709	IncongMix	0.491	1
149.3503	2.081	CongMix	0.38	1
151.4353	2.749	IncongMix	0.431	1
154.1873	2.238	IncongMix	0.487	1
156.4393	2.813	CongMix	0.411	1
159.2583	2.263	CongMix	0.512	1
161.5263	2.239	CongMix	0.588	1
163.7783	1.923	IncongMix	0.488	1
165.7133	1.952	CongMix	0.401	1
167.6813	2.436	CongMix	0.384	1
170.1333	2	IncongMix	0.516	1
172.1513	1.7	IncongMix	0.49	1
184.8113	2.416	Control1	0.414	1
187.2303	2.414	Control1	0.363	1
189.6483	2.422	Control1	0.337	1
192.0833	2.412	Control1	0.31	1
194.5023	2.416	Control1	0.347	1
196.9213	2.414	Control1	0.312	1
199.3393	2.418	Control1	0.333	1
201.7743	2.425	Control1	0.29	1
204.2103	2.402	Control1	0.334	1
206.6283	2.424	Control1	0.356	1
209.0633	2.416	Control1	0.281	1
211.4823	2.411	Control1	0.326	1
213.9003	2.412	Control1	0.46	1
216.3193	2.414	Control1	0.345	0
218.7383	2.418	Control1	0.366	1
221.1733	2.416	Control1	0.331	1
223.5913	2.411	Control1	0.393	1
226.0103	2.426	Control1	0.358	1
228.4453	2.406	Control1	0.371	1
230.8643	2.412	Control1	0.311	1
233.2823	2.416	Control1	0.381	1
235.7013	2.419	Control1	0.434	1
238.1363	2.41	Control1	0.375	1
240.5553	2.416	Control1	0.348	1
242.9733	2.415	Control1	0.346	1
245.3923	2.425	Control1	0.407	1
247.8273	2.405	Control1	0.42	1
250.2463	2.422	Control1	0.337	1
252.6813	2.418	Control1	0.35	1
255.1163	2.411	Control1	0.459	1
257.5353	2.411	Control1	0.376	1
259.9533	2.409	Control1	0.374	1
262.3723	2.429	Control1	0.411	1
264.8073	2.412	Control1	0.311	1
267.2253	2.409	Control1	0.357	1
269.6443	2.417	Control1	0.298	1
272.0633	2.409	Control1	0.391	1
274.4813	2.416	Control1	0.397	1
276.9003	2.415	Control1	0.314	1
279.3183	2.425	Control1	0.424	1
281.7533	2.409	Control1	0.357	1
284.1723	2.423	Control1	0.322	1
286.6073	2.411	Control1	0.343	1
289.0263	2.406	Control1	0.388	1
291.4443	2.414	Control1	0.346	1
293.8633	2.428	Control1	0.327	1
296.2983	2.406	Control1	0.371	1
298.7173	2.412	Control1	0.344	1
301.1353	2.416	Control1	0.398	1
303.5543	2.425	Control1	0.323	1
305.9893	2.419	Control1	0.368	1
308.4243	2.409	Control1	0.357	1
310.8433	2.414	Control1	0.346	1
313.2613	2.421	Control1	0.352	1
315.6973	2.407	Control1	0.372	1
318.1153	2.414	Control1	0.346	1
320.5343	2.419	Control1	0.367	1
322.9693	2.417	Control1	0.332	1
325.3883	2.412	Control1	0.377	1
327.8063	2.413	Control1	0.294	1
330.2253	2.416	Control1	0.331	1
332.6433	2.422	Control1	0.337	1
335.0793	2.406	Control1	0.405	1
337.4973	2.414	Control1	0.395	1
339.9163	2.419	Control1	0.384	1
342.3513	2.415	Control1	0.397	1
344.7693	2.424	Control1	0.355	1
347.2053	2.401	Control1	0.383	1
349.6233	2.419	Control1	0.485	1
352.0583	2.415	Control1	0.33	1
354.4773	2.423	Control1	0.655	1
356.9123	1.833	Control1	0.332	1
369.8393	2.159	CongMix	0.508	1
372.0073	2.866	CongMix	0.348	1
374.8763	2.889	IncongMix	0.487	1
377.7793	2.698	IncongMix	0.496	1
380.4813	2.643	CongMix	0.458	1
383.1333	2.123	IncongMix	0.622	1
385.2683	2.721	IncongMix	0.519	1
388.0033	2.178	CongMix	0.56	1
390.1883	2.677	CongMix	0.375	1
392.8743	2.581	IncongMix	0.496	1
395.4593	2.865	IncongMix	0.463	1
398.3283	2.244	IncongMix	0.626	1
400.5803	1.92	IncongMix	0.518	1
402.5153	2.014	IncongMix	0.479	1
404.5333	1.992	IncongMix	0.541	1
406.5343	2.12	IncongMix	0.436	1
408.6693	2.204	CongMix	0.653	1
410.8883	2.055	IncongMix	0.554	1
412.9563	1.953	IncongMix	0.502	1
414.9243	2.384	CongMix	0.366	1
417.3093	2.329	CongMix	0.477	1
419.6453	2.696	CongMix	0.461	1
422.3473	2.905	IncongMix	0.519	1
425.2663	2.354	IncongMix	0.503	1
427.6343	2.004	IncongMix	0.503	1
429.6523	2.565	CongMix	0.397	1
432.2213	2.628	CongMix	0.676	1
