"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.878	"IncongMix"	0.628	1
2.8833	2.081	"CongMix"	0.448	1
4.9663	2.759	"IncongMix"	0.493	1
7.7323	2.702	"IncongMix"	0.535	1
10.4493	1.911	"IncongMix"	0.594	1
12.3663	2.007	"IncongMix"	0.541	1
14.3813	2.81	"CongMix"	0.51	1
17.1983	1.998	"IncongMix"	0.581	1
19.1983	2.875	"IncongMix"	0.509	1
22.0803	2.094	"IncongMix"	0.611	1
24.1803	2.168	"IncongMix"	0.502	1
26.3633	2.246	"IncongMix"	0.679	1
28.6133	2.392	"CongMix"	0.325	1
31.0133	2.563	"CongMix"	0.613	1
33.5793	2.018	"CongMix"	0.535	1
35.6123	2.323	"IncongMix"	0.59	1
37.9453	2.436	"CongMix"	0.553	1
40.3953	2.174	"CongMix"	0.407	1
42.5783	2.817	"CongMix"	0.384	1
45.4113	1.917	"IncongMix"	0.55	1
47.3443	2.89	"CongMix"	0.457	1
50.2433	2.35	"IncongMix"	0.55	0
52.6103	2.372	"CongMix"	0.455	1
54.9933	2.857	"CongMix"	0.424	1
57.8593	2.45	"CongMix"	0.534	1
60.3253	2.521	"IncongMix"	0.588	1
62.8583	2.358	"IncongMix"	0.591	1
65.2253	2.701	"CongMix"	0.551	1
67.9413	2.289	"CongMix"	0.539	1
70.2413	1.939	"CongMix"	0.439	1
72.1913	2.131	"CongMix"	0.465	1
74.3403	2.862	"CongMix"	0.412	1
77.2073	2.24	"CongMix"	0.457	1
79.4563	2.065	"IncongMix"	0.648	1
81.5233	1.955	"CongMix"	0.605	1
83.4893	2.69	"CongMix"	0.423	1
86.1893	2.738	"IncongMix"	0.722	1
88.9383	2.122	"IncongMix"	0.589	1
91.0713	2.906	"IncongMix"	0.656	1
93.9883	2.887	"IncongMix"	0.571	1
96.8873	2.317	"CongMix"	0.584	1
99.2203	2.51	"IncongMix"	0.643	1
101.7373	2.152	"CongMix"	0.486	1
103.9033	2.61	"CongMix"	0.544	1
106.5193	2.13	"CongMix"	0.631	1
108.6523	2.579	"IncongMix"	0.53	1
111.2353	2.216	"CongMix"	0.499	1
113.4523	2.818	"CongMix"	0.418	1
116.2853	2.377	"CongMix"	0.377	1
118.6683	2.448	"CongMix"	0.498	1
121.1183	2.252	"IncongMix"	0.552	1
123.3843	2.647	"CongMix"	0.43	1
126.0343	1.996	"IncongMix"	0.763	1
128.0333	2.217	"IncongMix"	0.684	1
130.2663	2.302	"IncongMix"	0.619	1
132.5833	1.946	"IncongMix"	0.63	1
134.5323	2.528	"CongMix"	0.529	1
137.0653	2.106	"IncongMix"	0.556	1
139.1823	2.799	"IncongMix"	0.583	1
141.9983	2.26	"CongMix"	0.527	1
144.2643	2.715	"IncongMix"	0.565	1
146.9813	2.255	"IncongMix"	0.455	1
149.2473	2.621	"CongMix"	0.405	1
151.8803	2.57	"IncongMix"	0.604	1
154.4633	2.731	"IncongMix"	0.565	1
157.1963	2.182	"IncongMix"	0.616	1
159.3793	2.892	"IncongMix"	0.609	1
162.2793	2.57	"CongMix"	0.653	1
164.8623	2.622	"CongMix"	0.422	1
167.4953	2.444	"IncongMix"	0.428	1
169.9443	2.08	"CongMix"	0.531	1
172.0273	1.808	"CongMix"	0.504	1
184.7933	2.404	"Congruent1"	0.554	1
187.2093	2.412	"Congruent1"	0.529	1
189.6253	2.423	"Congruent1"	0.473	1
192.0583	2.408	"Congruent1"	0.424	1
194.4753	2.427	"Congruent1"	0.527	1
196.9083	2.417	"Congruent1"	0.534	1
199.3413	2.41	"Congruent1"	0.477	1
201.7573	2.417	"Congruent1"	0.501	1
204.1903	2.407	"Congruent1"	0.508	1
206.6063	2.414	"Congruent1"	0.531	1
209.0233	2.425	"Congruent1"	0.442	1
211.4563	2.416	"Congruent1"	0.449	1
213.8893	2.41	"Congruent1"	0.56	1
216.3053	2.412	"Congruent1"	0.496	0
218.7213	2.415	"Congruent1"	0.632	1
221.1383	2.418	"Congruent1"	0.535	1
223.5713	2.408	"Congruent1"	0.558	1
225.9873	2.424	"Congruent1"	0.541	1
228.4203	2.415	"Congruent1"	0.532	1
230.8533	2.407	"Congruent1"	0.491	1
233.2693	2.418	"Congruent1"	0.651	1
235.7033	2.41	"Congruent1"	0.593	1
238.1193	2.416	"Congruent1"	0.433	1
240.5523	1.516	"Congruent1"	0	0
242.9683	2.426	"Congruent1"	0.576	1
245.4013	2.412	"Congruent1"	0.479	1
247.8183	2.406	"Congruent1"	0.373	1
250.2343	2.424	"Congruent1"	0.541	1
252.6673	2.413	"Congruent1"	0.564	1
255.0833	2.413	"Congruent1"	0.58	1
257.5003	2.428	"Congruent1"	0.595	1
259.9333	2.407	"Congruent1"	0.474	1
262.3493	2.423	"Congruent1"	0.49	1
264.7823	2.414	"Congruent1"	0.481	1
267.1983	2.416	"Congruent1"	0.4	1
269.6313	2.412	"Congruent1"	0.479	1
272.0483	2.404	"Congruent1"	0.438	1
274.4643	2.426	"Congruent1"	0.526	1
276.8973	2.419	"Congruent1"	0.469	1
279.3303	2.407	"Congruent1"	0.508	1
281.7463	2.416	"Congruent1"	0.716	1
284.1633	2.419	"Congruent1"	0.619	1
286.5963	2.409	"Congruent1"	0.626	1
289.0123	2.417	"Congruent1"	0.601	1
291.4453	2.42	"Congruent1"	0.52	1
293.8783	2.419	"Congruent1"	0.503	1
296.3113	2.411	"Congruent1"	0.478	1
298.7283	2.404	"Congruent1"	0.621	1
301.1443	2.431	"Congruent1"	0.565	1
303.5773	2.409	"Congruent1"	0.476	1
305.9933	2.407	"Congruent1"	0.54	1
308.4103	2.418	"Congruent1"	0.618	1
310.8433	2.414	"Congruent1"	0.665	1
313.2593	2.426	"Congruent1"	0.593	1
315.6923	2.416	"Congruent1"	0.6	1
318.1253	2.412	"Congruent1"	0.679	1
320.5413	2.408	"Congruent1"	0.591	1
322.9583	2.423	"Congruent1"	0.606	1
325.3913	2.411	"Congruent1"	0.445	1
327.8073	2.407	"Congruent1"	0.524	1
330.2233	2.418	"Congruent1"	0.468	1
332.6573	2.422	"Congruent1"	0.538	1
335.0903	2.413	"Congruent1"	0.713	1
337.5063	2.422	"Congruent1"	0.489	1
339.9393	2.417	"Congruent1"	0.4	1
342.3723	2.402	"Congruent1"	0.719	1
344.7883	2.416	"Congruent1"	0.583	1
347.2053	2.429	"Congruent1"	0.462	1
349.6383	2.41	"Congruent1"	0.46	1
352.0543	2.42	"Congruent1"	0.62	1
354.4873	2.408	"Congruent1"	0.459	1
356.9033	1.959	"Congruent1"	0.443	1
369.8683	2.743	"IncongMix"	0.677	1
372.6183	2.44	"CongMix"	0.607	1
375.0683	2.677	"CongMix"	0.477	1
377.7513	2.385	"CongMix"	0.586	1
380.1503	2.214	"CongMix"	0.531	1
382.3673	1.997	"IncongMix"	0.698	1
384.3663	2.547	"CongMix"	0.531	1
386.9163	2.091	"CongMix"	0.541	1
389.0163	2.138	"CongMix"	0.504	1
391.1663	2.747	"IncongMix"	0.714	1
393.9153	2.005	"IncongMix"	0.605	1
395.9323	2.092	"CongMix"	0.476	1
