onset	duration	trial_type	response_time	accuracy
3e-04	2.004	IncongMix	0.538	1
2.0163	2.436	CongMix	0.386	1
4.4663	2.852	CongMix	0.336	1
7.3323	2.38	CongMix	0.414	1
9.7153	2.067	IncongMix	0.367	0
11.7993	2.876	IncongMix	0.427	1
14.6813	2.391	CongMix	0.408	1
17.0813	2.502	IncongMix	0.536	1
19.5973	2.708	IncongMix	0.508	1
22.3143	2.551	CongMix	0.551	1
24.8803	2.72	IncongMix	0.537	1
27.6133	1.946	IncongMix	0.596	1
29.5633	2.891	IncongMix	0.542	1
32.4623	2.13	IncongMix	0.563	1
34.5963	2.737	IncongMix	0.637	1
37.3453	2.123	CongMix	0.623	1
39.4783	2.706	CongMix	0.522	1
42.1953	2.234	CongMix	0.501	1
44.4443	2.462	IncongMix	0.628	1
46.9113	2.443	CongMix	0.593	1
49.3603	2.205	CongMix	0.472	1
51.5773	2.815	CongMix	0.415	1
54.3933	2.14	CongMix	0.423	1
56.5433	2.524	CongMix	0.441	1
59.0763	2.216	IncongMix	0.483	1
61.3093	2.292	IncongMix	0.626	1
63.6083	2.905	IncongMix	0.655	1
66.5253	2.197	CongMix	0.514	1
68.7243	2.583	IncongMix	0.467	1
71.3243	2.283	CongMix	0.483	1
73.6243	2.57	CongMix	0.503	1
76.2073	2.789	IncongMix	0.456	1
79.0063	2.747	IncongMix	0.481	1
81.7563	2.814	CongMix	0.498	1
84.5723	2.249	IncongMix	0.466	1
86.8393	2.084	CongMix	0.551	1
88.9383	2.175	CongMix	0.492	1
91.1213	2.019	CongMix	0.669	1
93.1553	2.364	IncongMix	0.747	1
95.5213	2.101	CongMix	0.501	1
97.6373	1.999	IncongMix	0.449	1
99.6373	2.448	CongMix	0.465	1
102.0873	2.629	CongMix	0.446	1
104.7203	2.327	IncongMix	0.477	1
107.0533	2.608	CongMix	0.408	1
109.6693	2.187	IncongMix	0.504	1
111.8693	1.919	IncongMix	0.536	1
113.8023	2.107	IncongMix	0.491	1
115.9183	2.194	IncongMix	0.511	1
118.1183	2.785	CongMix	0.535	1
120.9183	2.637	CongMix	0.471	1
123.5673	2.322	CongMix	0.406	1
125.9003	1.957	CongMix	0.424	1
127.8673	2.366	IncongMix	0.449	1
130.2503	2.395	CongMix	0.346	1
132.6493	2.089	IncongMix	0.523	1
134.7493	2.864	IncongMix	0.415	1
137.6153	2.264	CongMix	0.581	1
139.8823	2.239	IncongMix	0.506	1
142.1313	2.754	IncongMix	0.537	1
144.8983	1.916	IncongMix	0.833	1
146.8313	2.162	CongMix	0.412	1
148.9973	2.845	CongMix	0.462	1
151.8473	2.572	IncongMix	0.572	1
154.4303	1.99	IncongMix	0.573	1
156.4303	2.684	CongMix	0.485	1
159.1293	2.616	CongMix	0.45	1
161.7623	1.949	CongMix	0.449	1
163.7123	2.875	CongMix	0.459	1
166.5953	2.899	IncongMix	0.383	1
169.5113	2.238	IncongMix	0.571	1
171.7613	2.18	IncongMix	0.569	1
184.8433	2.401	Neutral1	0.551	1
187.2593	2.427	Neutral1	0.511	1
189.6923	2.41	Neutral1	0.461	1
192.1083	2.419	Neutral1	0.453	1
194.5413	2.41	Neutral1	0.46	1
196.9583	2.408	Neutral1	0.475	1
199.3743	2.42	Neutral1	0.387	1
201.8073	2.418	Neutral1	0.418	1
204.2403	2.416	Neutral1	0.433	1
206.6733	2.422	Neutral1	0.472	1
209.1063	2.412	Neutral1	0.463	1
211.5223	2.413	Neutral1	0.446	1
213.9393	2.406	Neutral1	0.373	1
216.3553	2.429	Neutral1	0.413	1
218.7883	2.399	Neutral1	0.5	1
221.2043	2.426	Neutral1	0.46	1
223.6373	2.421	Neutral1	0.371	1
226.0713	2.402	Neutral1	0.385	1
228.4873	2.416	Neutral1	0.449	1
230.9203	2.414	Neutral1	0.464	1
233.3363	2.423	Neutral1	0.423	1
235.7693	2.42	Neutral1	0.47	1
238.2023	2.404	Neutral1	0.437	1
240.6193	2.425	Neutral1	0.492	1
243.0523	2.417	Neutral1	0.467	1
245.4853	2.408	Neutral1	0.458	1
247.9013	2.408	Neutral1	0.442	1
250.3173	2.422	Neutral1	0.506	1
252.7503	2.422	Neutral1	0.489	1
255.1833	2.406	Neutral1	0.623	1
257.6003	2.425	Neutral1	0.558	1
260.0333	2.411	Neutral1	0.461	1
262.4493	2.418	Neutral1	0.485	1
264.8823	2.411	Neutral1	0.428	1
267.2983	2.412	Neutral1	0.412	1
269.7153	2.416	Neutral1	0.499	1
272.1483	2.417	Neutral1	0.45	1
274.5813	2.415	Neutral1	0.449	1
276.9973	2.407	Neutral1	0.44	1
279.4143	2.414	Neutral1	0.447	1
281.8303	2.414	Neutral1	0.415	1
284.2463	2.428	Neutral1	0.479	1
286.6793	2.414	Neutral1	0.414	1
289.0963	2.42	Neutral1	0.653	1
291.5293	2.414	Neutral1	0.364	1
293.9453	2.408	Neutral1	0.492	1
296.3613	2.419	Neutral1	0.436	1
298.7943	2.409	Neutral1	0.626	1
301.2113	2.411	Neutral1	0.561	1
303.6273	2.425	Neutral1	0.425	1
306.0603	2.413	Neutral1	0.48	1
308.4763	2.411	Neutral1	0.528	1
310.8933	2.422	Neutral1	0.455	1
313.3263	2.412	Neutral1	0.462	1
315.7423	2.421	Neutral1	0.438	1
318.1753	2.41	Neutral1	0.461	1
320.5913	2.419	Neutral1	0.452	1
323.0253	2.418	Neutral1	0.418	1
325.4583	2.41	Neutral1	0.377	1
327.8743	2.414	Neutral1	0.481	1
330.2903	2.408	Neutral1	0.425	1
332.7073	2.424	Neutral1	0.624	1
335.1403	2.413	Neutral1	0.447	1
337.5563	2.415	Neutral1	0.383	1
339.9723	2.415	Neutral1	0.415	1
342.3893	2.413	Neutral1	0.413	1
344.8053	2.421	Neutral1	0.405	1
347.2383	2.411	Neutral1	0.612	1
349.6543	2.424	Neutral1	0.508	1
352.0873	2.412	Neutral1	0.395	1
354.5043	2.415	Neutral1	0.482	1
356.9373	2.03	Neutral1	0.513	1
369.9023	2.131	CongMix	0.515	1
372.0353	2.55	CongMix	0.534	1
374.6013	2.597	IncongMix	0.664	1
377.2013	2.743	IncongMix	0.544	1
379.9503	1.921	IncongMix	0.555	1
381.8833	2.866	IncongMix	0.55	1
384.7503	2.447	CongMix	0.498	1
387.1993	2.858	CongMix	0.641	1
390.0663	2.352	IncongMix	0.502	1
392.4323	2.744	IncongMix	0.544	1
395.1823	2.464	CongMix	0.514	1
397.6483	2.004	IncongMix	0.488	1
399.6643	2.216	CongMix	0.416	1
401.8813	1.912	IncongMix	0.679	1
403.7973	2.553	CongMix	0.603	1
406.3643	1.942	IncongMix	0.459	1
408.3133	2.08	IncongMix	0.614	1
410.3963	2.74	IncongMix	0.707	1
413.1463	2.626	CongMix	0.493	1
415.7793	2.843	CongMix	0.46	1
418.6293	2.895	CongMix	0.546	1
421.5283	2.083	CongMix	0.567	1
423.6283	2.817	CongMix	0.451	1
426.4613	2.207	CongMix	0.474	1
428.6773	2.707	CongMix	0.457	1
431.3943	2.362	IncongMix	0.612	1
433.7603	2.601	CongMix	0.502	1
436.3763	2.446	CongMix	0.446	1
438.8263	2.51	IncongMix	0.644	1
441.3423	2.566	IncongMix	0.616	1
443.9093	2.796	CongMix	0.497	1
446.7083	2.255	CongMix	0.522	1
448.9753	1.957	CongMix	0.574	1
450.9413	2.815	CongMix	0.432	1
453.7743	2.011	IncongMix	0.727	1
455.7913	2.126	IncongMix	0.742	1
457.9243	2.186	IncongMix	0.553	1
460.1233	2.699	IncongMix	0.666	1
462.8233	1.943	CongMix	0.526	1
464.7733	2.68	CongMix	0.48	1
467.4563	2.12	CongMix	0.637	1
469.5893	2.298	IncongMix	0.632	1
471.8883	2.903	IncongMix	0.636	1
474.8053	2.385	CongMix	0.519	1
477.2043	2.806	IncongMix	0.456	1
480.0213	2.621	CongMix	0.471	1
482.6543	2.865	IncongMix	0.582	1
485.5373	2.272	CongMix	0.539	1
487.8203	2.252	IncongMix	0.536	1
490.0863	2.248	IncongMix	0.598	1
492.3363	2.151	CongMix	0.451	1
494.5023	2.095	IncongMix	0.645	1
496.6023	2.89	IncongMix	0.641	1
499.5013	2.394	CongMix	0.494	1
501.9013	2.492	IncongMix	0.542	1
504.4013	2.224	IncongMix	0.674	1
506.6343	2.319	CongMix	0.569	1
508.9673	2.884	IncongMix	0.5	1
511.8673	2.187	IncongMix	0.504	1
514.0663	2.077	CongMix	0.544	1
516.1493	2.645	CongMix	0.429	1
518.7993	2.706	IncongMix	0.507	1
521.5153	2.459	IncongMix	0.559	1
523.9823	2.376	CongMix	0.476	1
526.3653	2.527	CongMix	0.477	1
528.8983	2.171	CongMix	0.504	1
531.0813	2.032	CongMix	0.665	1
533.1143	2.231	CongMix	0.448	1
535.3473	2.263	IncongMix	0.63	1
537.6133	2.323	IncongMix	0.54	1
539.9463	1.998	IncongMix	0.631	1
541.9463	1.79	IncongMix	0.575	1
554.5943	2.402	Congruent1	0.535	1
557.0113	2.419	Congruent1	0.469	1
