onset	duration	trial_type	response_time	accuracy
3e-04	2.402	Control1	0.703	1
2.4163	2.423	Control1	0.407	1
4.8493	2.408	Control1	0.358	1
7.2663	2.424	Control1	0.357	1
9.6993	2.417	Control1	0.3	1
12.1323	2.414	Control1	0.331	1
14.5483	2.418	Control1	0.402	1
16.9813	2.42	Control1	0.337	1
19.4143	2.403	Control1	0.32	1
21.8303	2.421	Control1	0.288	1
24.2633	2.409	Control1	0.359	1
26.6803	2.426	Control1	0.326	1
29.1133	2.408	Control1	0.325	1
31.5293	2.408	Control1	0.325	1
33.9453	2.429	Control1	0.396	1
36.3783	2.415	Control1	0.299	1
38.8113	2.403	Control1	0.37	1
41.2283	2.428	Control1	0.345	1
43.6613	2.402	Control1	0.352	1
46.0773	2.429	Control1	0.296	1
48.5103	2.415	Control1	0.399	1
50.9263	2.417	Control1	0.318	1
53.3593	2.407	Control1	0.357	1
55.7763	2.414	Control1	0.364	1
58.1923	2.421	Control1	0.388	1
60.6253	2.414	Control1	0.315	1
63.0413	2.417	Control1	0.451	1
65.4743	2.411	Control1	0.378	1
67.8913	2.411	Control1	0.345	1
70.3073	2.424	Control1	0.408	1
72.7403	2.409	Control1	0.343	1
75.1563	2.411	Control1	0.311	1
77.5733	2.413	Control1	0.43	1
79.9893	2.431	Control1	0.398	1
82.4223	2.409	Control1	0.325	1
84.8393	2.407	Control1	0.324	1
87.2553	2.424	Control1	0.324	1
89.6883	2.418	Control1	0.418	1
92.1213	2.404	Control1	0.321	1
94.5373	2.42	Control1	0.337	1
96.9703	2.418	Control1	0.368	1
99.4033	2.42	Control1	0.287	1
101.8363	2.41	Control1	0.31	1
104.2533	2.408	Control1	0.325	1
106.6693	2.429	Control1	0.429	1
109.1023	2.402	Control1	0.403	1
111.5183	2.425	Control1	0.459	1
113.9513	2.407	Control1	0.29	1
116.3683	2.424	Control1	0.441	1
118.8013	2.405	Control1	0.472	1
121.2173	2.426	Control1	0.36	1
123.6503	2.406	Control1	0.423	1
126.0663	2.415	Control1	0.415	1
128.4833	2.423	Control1	0.373	1
130.9163	2.404	Control1	0.572	1
133.3323	2.422	Control1	0.372	1
135.7653	2.419	Control1	0.419	1
138.1983	2.405	Control1	0.29	1
140.6143	2.429	Control1	0.33	1
143.0473	2.41	Control1	0.393	1
145.4643	2.408	Control1	0.408	1
147.8803	2.419	Control1	0.303	1
150.3133	2.409	Control1	0.31	1
152.7293	2.417	Control1	0.334	1
155.1623	2.419	Control1	0.653	1
157.5953	2.417	Control1	0.284	1
160.0283	2.419	Control1	0.403	1
162.4613	2.419	Control1	0.386	1
164.8943	2.403	Control1	0.553	1
167.3113	2.417	Control1	0.367	1
169.7443	2.421	Control1	0.638	1
172.1773	1.849	Control1	0.333	1
185.1583	2.118	IncongMix	0.535	1
187.2913	1.951	CongMix	0.418	1
189.2583	2.121	CongMix	0.371	1
191.3913	1.91	IncongMix	0.494	1
193.3073	2.439	CongMix	0.322	1
195.7573	2.385	CongMix	0.368	1
198.1573	2.001	IncongMix	0.384	1
200.1733	2.035	CongMix	0.352	1
202.2233	2.785	CongMix	0.302	1
205.0223	2.219	IncongMix	0.486	1
207.2553	2.87	IncongMix	0.421	1
210.1383	2.163	CongMix	0.346	1
212.3053	2.711	CongMix	0.395	1
215.0213	2.697	IncongMix	0.447	1
217.7213	2.565	IncongMix	0.499	1
220.2873	2.562	CongMix	0.413	1
222.8533	2.626	CongMix	0.343	1
225.4863	2.893	IncongMix	0.293	0
228.3863	2.099	IncongMix	0.433	1
230.5023	2.311	IncongMix	0.477	1
232.8193	2.827	CongMix	0.344	1
235.6513	2.442	IncongMix	0.376	1
238.1013	2.001	IncongMix	0.534	1
240.1183	2.586	IncongMix	0.437	1
242.7173	2.205	CongMix	0.405	1
244.9343	1.993	IncongMix	0.46	1
246.9333	2.255	CongMix	0.405	1
249.2003	2.067	IncongMix	0.45	1
251.2833	2.74	IncongMix	0.407	1
254.0323	2.306	IncongMix	0.506	1
256.3493	2.235	IncongMix	0.669	1
258.5983	2.451	CongMix	0.484	1
261.0653	2.092	CongMix	0.376	1
263.1643	2.893	IncongMix	0.493	1
266.0643	2.627	CongMix	0.361	1
268.6973	1.959	CongMix	0.36	1
270.6633	2.248	IncongMix	0.698	1
272.9133	2.849	CongMix	0.4	1
275.7793	2.89	CongMix	0.39	1
278.6793	2.393	CongMix	0.41	1
281.0793	2.682	CongMix	0.449	1
283.7783	2.431	CongMix	0.366	1
286.2113	1.952	IncongMix	0.469	1
288.1783	2.839	CongMix	0.406	1
291.0273	2.817	CongMix	0.501	1
293.8603	2.9	IncongMix	0.5	1
296.7773	2.501	IncongMix	0.535	1
299.2933	2.17	IncongMix	0.587	1
301.4763	2.533	CongMix	0.483	1
304.0263	2.57	CongMix	0.653	1
306.6093	2.718	IncongMix	0.518	1
309.3423	2.252	CongMix	0.569	1
311.6083	2.323	CongMix	0.407	1
313.9413	2.87	IncongMix	0.554	1
316.8243	1.93	IncongMix	0.863	1
318.7573	2.358	IncongMix	0.609	1
321.1233	2.143	CongMix	0.427	1
323.2733	2.599	CongMix	0.333	1
325.8893	2.288	CongMix	0.405	1
328.1893	2.248	IncongMix	0.481	1
330.4393	2.214	CongMix	0.431	1
332.6553	2.086	CongMix	0.503	1
334.7553	2.125	IncongMix	0.475	1
336.8883	2.388	CongMix	0.454	1
339.2883	2.797	IncongMix	0.381	1
342.0873	2.154	CongMix	0.438	1
344.2533	2.19	IncongMix	0.44	1
346.4533	2.362	IncongMix	0.528	1
348.8203	2.736	IncongMix	0.553	1
351.5693	2.635	CongMix	0.468	1
354.2193	2.523	IncongMix	0.506	1
356.7523	2.46	IncongMix	0.62	1
370.0333	2.406	Neutral1	0.523	1
372.4503	2.41	Neutral1	0.394	1
374.8663	2.417	Neutral1	0.434	1
377.2993	2.421	Neutral1	0.488	1
379.7323	2.408	Neutral1	0.359	1
382.1483	2.424	Neutral1	0.391	1
384.5813	2.415	Neutral1	0.382	1
386.9983	2.416	Neutral1	0.333	1
389.4313	2.419	Neutral1	0.436	1
391.8643	2.403	Neutral1	0.403	1
394.2803	2.417	Neutral1	0.667	1
396.7133	2.41	Neutral1	0.361	1
399.1293	2.424	Neutral1	0.441	1
401.5623	2.411	Neutral1	0.544	1
403.9793	2.42	Neutral1	0.487	1
406.4123	2.412	Neutral1	0.462	1
408.8283	2.413	Neutral1	0.814	1
411.2443	2.423	Neutral1	0.374	1
413.6773	2.416	Neutral1	0.333	1
416.0943	2.408	Neutral1	0.475	1
418.5103	2.414	Neutral1	0.515	1
420.9263	2.42	Neutral1	0.571	0
423.3593	2.417	Neutral1	0.418	1
425.7923	2.41	Neutral1	0.393	1
428.2093	2.418	Neutral1	0.368	1
430.6423	2.411	Neutral1	0.495	1
433.0583	2.424	Neutral1	0.774	1
435.4913	2.405	Neutral1	0.405	1
437.9083	2.419	Neutral1	0.452	1
440.3413	2.413	Neutral1	0.363	0
442.7573	2.411	Neutral1	0.395	1
445.1733	2.418	Neutral1	0.435	1
447.6063	2.419	Neutral1	0.386	1
450.0393	2.421	Neutral1	0.521	1
452.4723	2.398	Neutral1	0.399	1
454.8723	2.429	Neutral1	0.463	1
457.3053	2.41	Neutral1	0.494	1
