"onset"	"duration"	"trial_type"	"response_time"	"accuracy"
3e-04	2.412	"Congruent1"	0.495	1
2.4173	2.414	"Congruent1"	0.414	1
4.8333	2.422	"Congruent1"	0.422	1
7.2663	2.405	"Congruent1"	0.405	1
9.6823	2.419	"Congruent1"	0.453	1
12.1153	2.42	"Congruent1"	0.371	1
14.5483	2.415	"Congruent1"	0.466	1
16.9813	2.415	"Congruent1"	0.449	1
19.4143	2.414	"Congruent1"	0.464	1
21.8313	2.413	"Congruent1"	0.447	1
24.2473	2.416	"Congruent1"	0.383	1
26.6803	2.414	"Congruent1"	0.398	1
29.0963	2.405	"Congruent1"	0.422	1
31.5133	2.412	"Congruent1"	0.396	1
33.9293	2.426	"Congruent1"	0.46	1
36.3623	2.403	"Congruent1"	0.387	1
38.7783	2.416	"Congruent1"	0.483	1
41.2113	2.419	"Congruent1"	0.386	1
43.6443	2.416	"Congruent1"	0.617	1
46.0773	2.409	"Congruent1"	0.392	1
48.4943	2.422	"Congruent1"	0.439	1
50.9273	2.407	"Congruent1"	0.357	1
53.3433	2.412	"Congruent1"	0.413	1
55.7593	2.415	"Congruent1"	0.365	1
58.1763	2.414	"Congruent1"	0.364	1
60.5923	2.428	"Congruent1"	0.412	1
63.0253	2.413	"Congruent1"	0.347	1
65.4413	2.41	"Congruent1"	0.443	1
67.8583	2.418	"Congruent1"	0.418	1
70.2913	2.407	"Congruent1"	0.441	1
72.7073	2.416	"Congruent1"	0.4	1
75.1403	2.416	"Congruent1"	0.383	1
77.5733	2.42	"Congruent1"	0.47	1
80.0063	2.416	"Congruent1"	0.366	1
82.4393	2.419	"Congruent1"	0.436	1
84.8723	2.401	"Congruent1"	0.435	1
87.2883	2.424	"Congruent1"	0.491	1
89.7213	2.411	"Congruent1"	0.394	1
92.1383	2.417	"Congruent1"	0.384	1
94.5713	2.408	"Congruent1"	0.375	1
96.9873	2.413	"Congruent1"	0.479	1
99.4043	2.416	"Congruent1"	0.366	1
101.8373	2.416	"Congruent1"	0.349	1
104.2703	2.426	"Congruent1"	0.492	1
106.7033	2.405	"Congruent1"	0.355	1
109.1193	2.427	"Congruent1"	0.427	1
111.5523	2.411	"Congruent1"	0.378	1
113.9683	2.41	"Congruent1"	0.377	1
116.3853	2.419	"Congruent1"	0.352	1
118.8183	2.408	"Congruent1"	0.375	1
121.2343	2.421	"Congruent1"	0.471	1
123.6673	2.417	"Congruent1"	0.734	1
126.1003	2.414	"Congruent1"	0.381	1
128.5163	2.409	"Congruent1"	0.509	1
130.9333	2.422	"Congruent1"	0.372	1
133.3663	2.401	"Congruent1"	0.418	1
135.7823	2.427	"Congruent1"	0.394	1
138.2153	2.412	"Congruent1"	0.513	1
140.6313	2.419	"Congruent1"	0.353	1
143.0643	2.409	"Congruent1"	0.376	1
145.4813	2.409	"Congruent1"	0.343	1
147.8973	2.423	"Congruent1"	0.423	1
150.3303	2.416	"Congruent1"	0.35	1
152.7633	2.41	"Congruent1"	0.444	1
155.1793	2.422	"Congruent1"	0.356	1
157.6123	2.415	"Congruent1"	0.715	1
160.0293	2.413	"Congruent1"	0.33	1
162.4453	2.404	"Congruent1"	0.338	1
164.8613	2.419	"Congruent1"	0.386	1
167.2943	2.415	"Congruent1"	0.449	1
169.7273	2.425	"Congruent1"	0.376	1
172.1603	1.907	"Congruent1"	0.391	1
185.1253	2.732	"IncongMix"	0.649	1
187.8753	2.371	"IncongMix"	0.371	1
190.2583	2.111	"IncongMix"	0.428	1
192.3743	2.384	"CongMix"	0.368	1
194.7743	2.552	"IncongMix"	0.519	1
197.3403	2.718	"CongMix"	0.385	1
200.0733	2.35	"IncongMix"	0.5	1
202.4403	1.932	"IncongMix"	0.549	1
204.3893	2.125	"CongMix"	0.408	1
206.5233	2.884	"IncongMix"	0.418	1
209.4223	2.258	"IncongMix"	0.391	1
